id;displayid;value
195150;6252;Alliance Banner
195152;6254;Horde Banner
195399;6254;Horde Banner
195037;7649;Silithid Egg
194123;7352;Horn of Elemental Fury
192380;8255;Gravestone
186727;324;Wood Stack
190086;6404;Candy Bucket
190088;6404;Candy Bucket
195586;373;Blazing Fire
190089;6404;Candy Bucket
190097;6404;Candy Bucket
190101;6404;Candy Bucket
190115;6404;Candy Bucket
190098;6404;Candy Bucket
190096;6404;Candy Bucket
190109;6404;Candy Bucket
190099;6404;Candy Bucket
190114;6404;Candy Bucket
190091;6404;Candy Bucket
190090;6404;Candy Bucket
195303;8542;Bountiful Feast
195556;2128;Mailbox
195343;6271;Refinery Banner
195397;6252;Alliance Banner
194152;200;Signal Fire
191883;6404;Candy Bucket
195157;6271;Docks Banner
194076;6404;Candy Bucket
194313;8627;Cache of Storms
194314;8627;Cache of Storms
194327;8628;Freya's Gift
194752;8177;Celestial Planetarium Access
194821;8691;Gift of the Observer
194822;8691;Gift of the Observer
195635;9069;Champions' Cache
195671;9069;Argent Crusade Tribute Chest
195672;9069;Argent Crusade Tribute Chest
191179;7795;Stormwatcher's Head
195695;5492;Meeting Stone
196391;8196;Doodad_InstanceNewPortal_Purple01
196392;8197;Doodad_InstanceNewPortal_Purple_Skull01
196485;7836;Saronite Rock
196871;9050;Silver Covenant Banner
196872;6794;Sunreaver Banner
197341;9124;Impenetrable Door
197342;9124;Doodad_IceCrown_Door_02
197343;9124;Doodad_IceCrown_Door_03
200296;7483;Washing Tub
200297;9157;Shandy's Clothesline
201299;9168;Unmentionables
201300;9169;Shirts
201301;9170;Pants
201384;7679;Clean Laundry
201385;9214;Ice Wall
201563;9174;Oratory of the Damned Entrance
201583;9124;Icecrown Raid Exit
201592;9193;Infused Saronite Bars
201593;8034;Infused Saronite Bar Trap
201596;9223;Cave In
201599;8253;Orgrim's Hammer
201600;9195;Crucible Brazier
201742;8176;Runeforge
201747;8196;Doodad_InstanceNewPortal_Purple01
201756;8197;Doodad_InstanceNewPortal_Purple_Skull01
201759;9173;The Forge of Souls Portcullis
201760;9174;The Halls of Reflection Gate
201761;9173;The Pit of Saron Portcullis
201762;8197;Doodad_InstanceNewPortal_Purple_Skull03
201763;8196;Doodad_InstanceNewPortal_Purple01
201764;8197;Doodad_InstanceNewPortal_Purple_Skull01
201765;8196;Doodad_InstanceNewPortal_Purple03
201766;8196;Doodad_InstanceNewPortal_Purple02
201767;8197;Doodad_InstanceNewPortal_Purple_Skull02
201771;273;Argent Verdict Anvil
201772;602;Argent Verdict Forge
201773;667;Argent Verdict Forge Coals
201774;5112;Quenching Barrel
201776;9193;Saronite Bars
201777;9217;Saronite Bar
201811;9150;The Skybreaker
201812;9151;Orgrim's Hammer
201825;9124;Saurfang's Door
201848;9174;Halls of Reflection Portcullis
201849;8196;Doodad_InstanceNewPortal_Purple01
201850;8197;Doodad_InstanceNewPortal_Purple_Skull01
201855;7484;Water Bucket
201857;9174;Lord Marrowgar's Entrance
201885;9214;Ice Wall
201892;355;Doodad_BlacksmithForge01
201893;166;Doodad_Anvil01
201894;166;Doodad_Anvil02
201895;166;Doodad_Anvil03
201896;166;Doodad_Anvil04
201897;199;Fireplace
201898;199;Fireplace
201910;9214;Doodad_IceCrown_Icewall02
201911;9214;Icewall
201934;9243;Pants
201935;9243;Shirts
201936;9243;Unmentionables
201960;8197;Doodad_InstanceNewPortal_Purple_Skull02
201961;8196;Doodad_InstanceNewPortal_Purple02
201969;181;Ball and chain
201976;9124;Doodad_IceCrown_Door_04
202079;8111;Portal to Dalaran
202100;7862;Bonfire
202101;7862;Bonfire
202178;9281;Gunship Armory
202184;5492;Meeting Stone
202209;8197;Doodad_InstanceNewPortal_Purple_Skull01
202210;8196;Doodad_InstanceNewPortal_Purple01
202211;9289;Gunship Stairs
202218;7549;Drugan's Keg
202220;9248;Lady Deathwhisper Elevator
202236;9294;Frostmourne Altar
202239;9233;Deathbringer's Cache
202242;9295;Scourge Transporter
202243;9295;Scourge Transporter
202244;9295;Scourge Transporter
202245;9295;Scourge Transporter
202278;7800;Orb of Naxxramas
202302;9301;Frostmourne
202315;9043;Doodad_InstancePortal_Green_25Man_Heroic01
202316;9042;Doodad_InstancePortal_Green_25Man01
202317;9040;Doodad_InstancePortal_Green_10Man_Heroic01
202318;9041;Doodad_InstancePortal_Green_10Man01
202337;9281;The Captain's Chest
202347;9041;Doodad_InstancePortal_Green_10Man01
202348;9040;Doodad_InstancePortal_Green_10Man_Heroic01
202349;9042;Doodad_InstancePortal_Green_25Man01
202350;9043;Doodad_InstancePortal_Green_25Man_Heroic01
202391;8467;Forge
202392;8467;Forge
202393;8467;Forge
202394;8467;Forge
196840;9136;Doodad_icecrown_elevator02
201369;9172;Sindragosa Shortcut Entrance Door
201370;9173;Green Plague Monster Entrance
201371;9173;Orange Plague Monster Entrance
201372;9173;Scientist Entrance
201373;9172;Sindragosa Entrance Door
201374;9174;Green Dragon Boss Exit
201375;9174;Green Dragon Boss Entrance
201376;9124;Crimson Hall Door
201377;9124;Blood Elf Council Door (Right)
201378;9124;Blood Elf Council door
201379;9172;Sindragosa Shortcut Exit Door
201380;9175;Doodad_IceCrown_RoostPortcullis_01
201381;9175;Doodad_IceCrown_RoostPortcullis_02
201382;9175;Doodad_IceCrown_RoostPortcullis_03
201383;9175;Doodad_IceCrown_RoostPortcullis_04
201584;9188;Drink Me!
201612;9199;Scientist Airlock Door Collision
201613;9200;Scientist Airlock Door Orange
201614;9201;Scientist Airlock Door Green
201615;9202;Ooze Release Valve
201616;9202;Gas Release Valve
201617;9203;Doodad_IceCrown_OrangeTubes02
201618;9204;Doodad_IceCrown_GreenTubes02
201741;8365;Empowering Blood Orb
201746;9213;Doodad_IceCrown_BloodPrince_Door_01
201755;9216;Doodad_IceCrown_Grate_01
201814;9298;Spirit Alarm
201815;9298;Spirit Alarm
201816;9298;Spirit Alarm
201817;9298;Spirit Alarm
201818;295;Inconspicuous Lever
201846;9202;Doodad_IceCrown_Valve03
201847;9202;Doodad_IceCrown_Valve04
201880;9065;Horde Teleporter
201886;8397;Horde Tent
201887;8184;Horde Tent
201888;9298;Geist Alarm
201889;9298;Geist Alarm
201919;9238;Frostwing Door
201920;9239;Bloodwing Door
202102;7862;Bonfire
202103;7862;Bonfire
202180;9281;Gunship Armory
202181;9282;Sigil of the Frostwing
202182;9283;Plague Sigil
202183;9284;Bloodwing Sigil
202212;9281;The Captain's Chest
202223;9194;Scourge Transporter
202234;9136;Doodad_icecrown_elevator01
202235;9194;Scourge Transporter
202240;9233;Deathbringer's Cache
202246;9295;Scourge Transporter
202277;7800;Orb of Naxxramas
201295;9243;Pants
201296;9243;Shirts
201297;9243;Unmentionables
201298;7484;Water Bucket
201931;9170;Pants
201932;9169;Shirts
201933;9168;Unmentionables
201598;9002;The Skybreaker
201709;9288;Gunship Stairs
202168;181;Ball and chain
202336;9280;The Captain's Chest
179832;5914;Pillaclencher's Ornate Pillow
187366;4251;Blaze
187869;4891;Orb of the Blue Flight
188114;4891;Orb of the Blue Flight
188115;4891;Orb of the Blue Flight
188116;4891;Orb of the Blue Flight
194935;2230;Blocked Passage
202357;9321;Drakuru's Last Wish
181853;6860;Flag Flare, Horde
195670;9069;Argent Crusade Tribute Chest
202081;7202;Takk's Nest
202265;7149;Doodad_InstancePortal_Purqq
202266;7148;Doodad_InstancePortal_PurpleDifficulty03
21145;566;Feast Boar
21146;564;Feast Fish
21147;563;Feast Fruit
21148;565;Feast Goblet
201580;9150;The Skybreaker
194325;8628;Freya's Gift
194957;8686;Cache of Innovation
181057;6659;Ectoplasmic Distiller
201581;9151;Orgrim's Hammer
201710;9280;The Captain's Chest
201834;7546;Zeppelin, Horde (The Mighty Wind) (Icecrown Raid)
201858;9064;Alliance Teleporter
201868;8360;Alliance Tent
201869;8573;Alliance Banner
201873;9280;Gunship Armory
201874;9280;Gunship Armory
200300;676;Generic Cage Top
200332;6651;Generic Cage Bottom
200333;9158;Holiday - Valentine - Shadowfang Keep - Chemistry Set 02
200334;9159;Holiday - Valentine - Shadowfang Keep - Chemistry Set 03
200335;9160;Holiday - Valentine - Shadowfang Keep - Chemistry Set 04
200336;9161;Forsaken Wagon
200337;7470;Forsaken Plague Barrel
200338;9162;Forsaken Plague Barrel Empty
201289;234;Duskwood Table
201752;31;Large Crate
201778;6656;Crown Chemical Co. Supplies
201906;9236;Rocket Delivery System
201940;6655;Valentine Arch (x2.00)
202105;9163;Plague Wagon Empty
202443;9372;Dedication of Honor
202616;8097;Doodad_Dalaran_Fountain_01
202106;3073;Frost Trap
201716;8444;Chemical Wagon
202169;6656;Standing, Large - Val
195528;1948;Mailbox
201959;9233;Cache of the Dreamwalker
202339;9233;Cache of the Dreamwalker
194423;163;Stolen Tournament Invitation
194424;8595;Black Knight's Orders
195011;7009;Bonfire
180713;5457;Light of Elune
202082;7202;Ravasaur Matriarch's Nest
202862;7514;Tiny Blue Ragdoll
202078;9256;Arthas Precipice
202141;9227;Doodad_IceShard_standing02
202142;9227;Doodad_IceShard_standing01
202143;9227;Doodad_IceShard_standing03
202144;9227;Doodad_IceShard_standing04
202161;9276;Arthas Platform
202188;9260;Doodad_Icecrown_ThroneFrostyWind01
202189;9286;Doodad_Icecrown_ThroneFrostyEdge01
202190;9287;Doodad_Icecrown_SnowEdgeWarning01
202437;9332;Lavaman Pillars (Chained)
201872;9280;Gunship Armory
202238;9233;Deathbringer's Cache
194047;1407;Easter Egg Trap
201722;9244;Ice Block
202396;9214;Ice Wall
176510;11686;Onyxia Whelp Spawner
202275;439;Wrathscale Fountain
195116;8855;Crystal Offering
188076;335;Salvage Crate
202177;9281;Gunship Armory
202338;9233;Cache of the Dreamwalker
202436;9331;Frozen Lavaman
202438;9333;Lavaman Pillars (Unchained)
185871;1327;Summoning Portal
202080;7202;Dart's Nest
195394;6254;Horde Banner
187892;1387;Ice Chest
187922;7734;Alliance Bonfire
187967;7734;Horde Bonfire
188143;7666;Ice Stone
188144;7666;Ice Stone
201875;9280;Gunship Armory
190682;648;Doodad_DwarvenHighEndChair08
191320;8110;Briefkasten (PH)
2705;244;Shards of Myzrael
202241;9233;Deathbringer's Cache
202340;9233;Cache of the Dreamwalker
180687;1647;Dream Rift
194331;8628;Freya's Gift
187917;7734;Alliance Bonfire
187937;7734;Alliance Bonfire
187939;7734;Alliance Bonfire
187941;7734;Alliance Bonfire
187942;7734;Alliance Bonfire
187949;7734;Horde Bonfire
187962;7734;Horde Bonfire
188129;6756;Flame of Silvermoon
188153;7666;Ice Stone
188154;7666;Ice Stone
188187;5333;Snow Pile
195000;6752;[DND] Ice Block, X-TRA Big
185581;7356;The Book of the Raven
187919;7734;Alliance Bonfire
187933;7734;Alliance Bonfire
187935;7734;Alliance Bonfire
187955;7734;Horde Bonfire
187960;7734;Horde Bonfire
187974;7734;Horde Bonfire
188188;228;Ahune's Bottle
188192;1387;Ice Chest
193590;8313;TOI Sigil 1
193591;8314;TOI Sigil 2
193592;8315;TOI Sigil 3
193593;8316;TOI Sigil 4
193594;8317;TOI Sigil 5
194036;7734;Alliance Bonfire
194038;7734;Alliance Bonfire
194039;7734;Horde Bonfire
194040;7734;Alliance Bonfire
194048;7734;Horde Bonfire
194049;7734;Alliance Bonfire
201718;9209;Thalorien Dawnseeker's Remains
201794;9310;Quel'Delar
201797;8111;Portal to Dalaran
201844;8213;Light's Vengeance
201922;8213;Light's Vengeance
201937;8213;Light's Vengeance
202794;1327;Twilight Portal
203003;7398;Red Dragon Egg
203004;9483;Broken Red Dragon Egg
203005;9484;Fire Field
203006;9485;Flame Walls
203007;9482;Ruby Sanctum Halion Flame Ring
203034;9490;Burning Tree
203035;9490;Burning Tree
203036;9490;Burning Tree
203037;9490;Burning Tree
203079;7398;Red Dragon Egg (Large)
203080;9483;Broken Red Dragon Egg (Large)
203624;9624;Halion Twilight Ring
203959;9041;Doodad_InstancePortal_Green_10Man01
203960;9040;Doodad_InstancePortal_Green_10Man_Heroic01
203961;9042;Doodad_InstancePortal_Green_25Man01
203962;9043;Doodad_InstancePortal_Green_25Man_Heroic01
204051;9041;Doodad_InstancePortal_Green_10Man01
204052;9040;Doodad_InstancePortal_Green_10Man_Heroic01
204053;9042;Doodad_InstancePortal_Green_25Man01
204054;9043;Doodad_InstancePortal_Green_25Man_Heroic01
202795;1327;Twilight Portal
202796;1327;Twilight Portal
202179;9281;Gunship Armory
195669;9069;Argent Crusade Tribute Chest
195668;9069;Argent Crusade Tribute Chest
195667;9069;Argent Crusade Tribute Chest
195666;9069;Argent Crusade Tribute Chest
195665;9069;Argent Crusade Tribute Chest
194498;8619;Gnomeregan Banner
202564;9366;Gnome Table
202713;9392;Hazard Light Red 02
190056;6404;Candy Bucket
190058;6404;Candy Bucket
190060;6404;Candy Bucket
194058;6404;Candy Bucket
194065;6404;Candy Bucket
194073;6404;Candy Bucket
194074;6404;Candy Bucket
194075;6404;Candy Bucket
194080;6404;Candy Bucket
194119;6404;Candy Bucket
190363;3972;Pirate Day Music Doodad
2686;234;Apothecary Table
202834;9420;Sen'jin Bat Roost Straw
202835;9423;Sen'jin Bat Roost Fence
202839;8721;Sen'jin Bat Roost Fence Post
202879;7535;Ritual Drum
202880;1827;Ritual Gong
202881;474;Ritual Brazier
202882;7217;Small Ritual Drum
202883;7533;Small Ritual Drum 2
202885;8615;Sen'jin Banner
202886;8184;Sen'jin Tent
202888;6613;Sen'jin Table
202889;8131;Troll Book 1
202890;9450;Troll Book 2
202891;6959;Closed Weapon Crate
202892;8703;Open Weapon Crate
202893;9451;Sen'jin Pennant
194958;8686;Cache of Innovation
188470;6617;Event Fog
190214;6393;Voodoo Pile Skulls
194501;8615;Sen'jin Banner
202845;6393;Voodoo Pile Skulls
202924;9464;Celebration Torch
202925;6541;Celebration Lights
202926;6411;Celebration Bonfire
202932;7954;Totem Offering
202933;2570;Sacred Fire Offering
202898;210;Scroll
186850;91;High Back Chair
186851;91;High Back Chair
186852;679;Stove
202733;9086;Teleporter Pad
202760;9086;Large Teleporter Pad
202767;356;Defensive Radiation Pump Control
202872;9441;Rocket Platform
202922;9460;Irradiator 3000
186763;7510;Dark Iron Mole Machine
202083;7202;Razormaw Matriach's Nest
180877;327;Elune's Blessing TRAP QUESTCREDIT
180211;6314;Uther's Gnome Tribute
180213;6315;Uther's Night Elf Tribute
194326;8628;Freya's Gift
194329;8628;Freya's Gift
194330;8628;Freya's Gift
1670;33;Barrel of Powder
202931;9463;Serpent Offering
1603;133;Little Flame Emitter
175984;216;Cauldron
181073;216;Fragrant Cauldron
202193;9050;Silver Covenant Banner
191578;0;Archbishop Landgren's Corpse
22703;39;Wooden Chair
188509;2770;Dark Iron Mole Machine (Minion Summoner Trap)
178188;410;Molten Core Circle BARON
147077;39;Doodad_GeneralChairLoEnd05
147076;39;Doodad_GeneralChairLoEnd04
147075;39;Doodad_GeneralChairLoEnd02
180609;39;Doodad_GeneralChairLoEnd02
180610;39;Doodad_GeneralChairLoEnd04
180611;39;Doodad_GeneralChairLoEnd05
184633;233;Forge
187191;5251;Standing, Exterior, Medium - Xmas
188216;7736;Armor Stand
190217;7873;Forsaken Tent 04
3825;349;Burning Embers
3826;349;Burning Embers
3827;349;Burning Embers
3828;349;Burning Embers
3829;349;Burning Embers
3830;349;Burning Embers
3831;349;Burning Embers
3858;349;Fierce Blaze
3859;349;Fierce Blaze
3860;349;Fierce Blaze
3861;349;Fierce Blaze
3863;349;Fierce Blaze
3952;351;Fierce Blaze
3953;350;Mighty Blaze
3954;351;Fierce Blaze
3955;351;Fierce Blaze
3956;351;Fierce Blaze
3957;351;Fierce Blaze
3958;351;Fierce Blaze
3959;350;Mighty Blaze
3961;349;Burning Embers
3965;408;Fierce Blaze
3966;408;Fierce Blaze
21270;273;Anvil
21271;233;Forge
21752;307;Firepit of Death
20919;327;Tuber Node
32575;166;Anvil
32576;166;Anvil
32577;166;Anvil
32586;166;Anvil
32587;166;Anvil
32588;166;Anvil
32589;166;Anvil
56817;192;Campfire
60967;166;Anvil
60968;166;Anvil
60969;199;Dwarven Fire
60970;199;Dwarven Fire
60971;199;Dwarven Fire
102414;327;Mirror Lake Waterfall Spell Focus
103629;327;Xavian Waterfall Spell Focus
103660;327;Stone of Outer Binding Spell Focus
103708;327;Mana Rift Disturbance
103819;362;Stone of Shy-Rotam
107044;299;Shaman Holy Lake
107045;299;Spring Well
107046;299;Quilboar Watering Hole
107047;299;Ruins of Stardust Fountain
142171;0;Transpolyporter TRBB
142180;327;Jintha'Alor Alter
142700;327;Witherbark Village Spell Focus 02
142716;327;Shadra'Alor Altar
143381;679;Stove
144013;327;Equinex Monolith Spell Focus (DND)
144051;2150;Sorrowhold Watch Water Hole
144052;2150;Sandsorrow Watch Water Hole
144056;216;Cauldron
144569;327;Edana Hatetalon Spell Focus (DND)
146087;200;Bonfire
147278;166;Anvil
147280;166;Anvil
147281;166;Anvil
147524;327;Echeyakee's Lair
147538;327;The Dead Tree
147784;166;Anvil
147785;166;Anvil
147788;166;Anvil
147789;166;Anvil
147790;166;Anvil
147791;166;Anvil
147794;166;Anvil
147795;166;Anvil
147796;166;Anvil
147797;166;Anvil
147798;166;Anvil
147799;166;Anvil
147816;199;Cozy Fire
147817;199;Cozy Fire
148422;327;Evil God Spell Focus (DND)
148501;327;Corrupted Moonwell Spell Focus (DND)
152598;299;the First Tide Pool
152604;299;the Second Tide Pool
152605;299;the Third Tide Pool
152606;299;the Fourth Tide Pool
160464;2770;Mystical Portal
161483;200;Bonfire
161484;200;Bonfire
161519;200;Bonfire
161520;200;Bonfire
164724;2770;Aquementas Spell Focus
164738;2770;Miblon's Spell Focus (DND)
164799;2770;Videre Elixir Spell Focus (DND)
164892;2150;Gorishi Hive Hatchery Focus (DND)
165678;327;Golakka Crater
165760;2770;Arei Spell Focus
166807;327;Spell Focus: Tomb of the Seven (DND)
172619;299;Un'Goro Flat Rock
174824;233;Black Forge
174825;273;Black Anvil
174952;349;Doodad_SmallFirePit01
175295;373;Doodad_MediumBrazierNoOmni68
175296;474;Doodad_MediumBrazierPurple14
175297;475;Brazier
175299;474;Brazier
175301;474;Brazier
175309;474;Brazier
175333;2770;Vaelan Spawn Node
175337;299;Auberdine Moonwell
175338;299;Blackwood Furbolg North Bonfire
175371;299;Cliffspring River Waterfall
175585;327;Spirestone Perch
176088;299;Scarlet Crusade Forward Camp
176094;299;Andorhal Tower One
176096;299;Andorhal Tower Three
176097;299;Andorhal Tower Four
176111;327;Scholomance Viewing Room Spell Focus (DND)
176118;654;Mighty Blaze
176119;654;Mighty Blaze
176120;201;Mighty Blaze
176121;201;Mighty Blaze
176122;201;Mighty Blaze
176123;201;Mighty Blaze
176124;201;Mighty Blaze
176125;201;Doodad_SmallBrazier06
176126;201;Doodad_SmallBrazier07
176127;201;Doodad_SmallBrazier08
176128;201;Doodad_SmallBrazier09
176129;201;Doodad_SmallBrazier10
176130;201;Doodad_SmallBrazier11
176131;201;Doodad_SmallBrazier12
176132;201;Doodad_SmallBrazier13
176133;201;Doodad_SmallBrazier14
176134;408;Mighty Blaze
176135;408;Doodad_SmallFirePit02
176136;408;Doodad_SmallFirePit03
176137;408;Doodad_SmallFirePit04
176138;408;Doodad_SmallFirePit05
176139;408;Doodad_SmallFirePit06
176140;408;Doodad_SmallFirePit07
176141;408;Mighty Blaze
176193;327;Umi Friend Spell Focus (DND)
176453;409;Meat Rack
176512;4391;Test Lab
176563;373;Mighty Blaze
176564;375;Mighty Blaze
176565;375;Mighty Blaze
177232;4691;Moonwell
177306;299;Fire Plume Ridge Lava Lake
177344;166;Doodad_Anvil24
177492;335;Northridge Lumber Mill Crate
177528;327;Darrowshire Town Square spell focus (DND)
177584;2770;Light Beam Spell Focus (DND)
177666;2770;Moonwell Spell Focus
177744;299;Cliffspring Falls Cave Mouth
177745;299;Dreadmist Peak Pool
177748;327;Ghost Magnet Spell Focus (DND)
177788;299;Shrine of Remulos
178206;327;Foulweald Totem Mound
178225;2770;Dire Pool Spell Focus
178405;0;Maraudon Spell Focus
178439;5265;Globe of Scrying
178546;0;Guse's Beacon Spell Focus
178548;0;Jeztor's Beacon Spell Focus
178550;0;Mulverick's Beacon Spell Focus
178604;5265;Globe of Scrying
178606;0;Ryson's Beacon Spell Focus
178608;0;Ryson's Beacon Spell Focus
178672;5752;Consuming Flames
178704;192;Campfire
178706;192;Campfire
178708;192;Campfire
178709;192;Campfire
178710;409;Smoked Meat Rack
178712;192;Campfire
178713;409;Smoked Meat Rack
178727;0;Vipore's Beacon Spell Focus
178728;0;Slidore's Beacon Spell Focus
178729;0;Ichman's Beacon Spell Focus
178907;2770;Maraudon Orange Pool Spell Focus
179145;192;Campfire
179146;192;Campfire
179165;199;Doodad_FirewoodPile01
179166;199;Doodad_FirewoodPile05
179167;199;Doodad_FirewoodPile11
179398;166;Anvil
179399;166;Anvil
179400;166;Anvil
179401;166;Anvil
179402;166;Anvil
179403;166;Anvil
179404;166;Anvil
179417;166;Anvil
179675;327;Warlock Mount Quest Portal Spell Focus
179677;0;Kroshius' Remains
179701;327;Circle Loc (spell focus)
179746;299;The Great Ossuary
180204;299;Uther's Tomb Statue
180205;299;Grom's Monument
180343;327;Pagle Pointe Spell Focus
180375;299;Altar of Zanza Spell Focus
180504;299;Southshore Spell Focus
180505;0;Bones of Grakkarond Spell Focus
180506;216;Cauldron
180659;0;Drop-Off Point
180673;299;High Chief Winterfall Cave Mouth Spell Focus
180867;327;Greater Moonlight Spell Focus
181046;2770;Mor Grayhoof Brazier Spell Focus
181047;2770;Isalien Brazier Spell Focus
181048;2770;Jarien and Sothos Brazier Spell Focus
181049;2770;Kormok Brazier Spell Focus
181050;2770;Lord Valthalak Brazier Spell Focus
181052;327;Brazier of Invocation Spell Focus 10 yd
181059;2770;Blackrock Depths Arena Thelrin Focus
181094;327;Brazier of Invocation Spell Focus 40 yd
181096;327;Brazier of Invocation Spell Focus 20 yd
181113;2770;Crystal Corpse
181164;2770;Infused Crystal Focus
181371;0;Midsummer Bonfire Spell Focus
181377;0;Midsummer Bonfire Campfire Spell Focus
181479;1967;Bones of Aggonar
181601;6805;Eversong Quest Spell Focus
181630;2770;Krun Spinebreaker's Corpse Focus
181648;2770;Discreet Location Spell Focus
181743;2770;Sedai Corpse Focus
181781;6665;Axxarien Crystal
181958;2770;Master's Terrace Focus
181960;2770;Medivh's Telescope Focus
182074;0;Bloodmyst Water Focus
182108;2770;Steam Pump Focus
182140;0;Windyreed Spell Focus
182141;0;Windyreed Spell Focus
182142;5811;Windyreed Spell Focus
182143;5811;Windyreed Spell Focus
182176;0;Boha'mu Stairs
182187;2770;Underground Water Source Focus
182188;0;Daggerfen Rock
182368;2770;Ysiel's Balcony Spell Focus
182530;0;Veil Shalas Totem
182816;32;Horde Siege Engine
182974;166;Anvil
182975;166;Anvil
182976;166;Anvil
182977;166;Anvil
182978;166;Anvil
182979;166;Anvil
182980;166;Anvil
182993;166;Anvil
183000;166;Anvil
183012;166;Anvil
183016;166;Anvil
183019;166;Anvil
183144;233;Forge
183307;348;Doodad_potbellystove01
183434;2770;Scorched Grove Runestone Focus
183451;6744;Campire
183452;6744;Campfire
183453;6744;Campfire
183462;6744;Campfire
183463;6744;Campfire
183464;6744;Campfire
183982;2770;Uncontrolled Scrap Reaver X6000
184002;327;Siege Tower Spell Focus
184079;0;Elrendar Falls Spell Focus
184162;5811;Void Stone
184288;2770;Manaforge B'naar Pipeline Focus
184353;7164;
184363;7165;
184365;0;Thadell's Field
184379;2770;Draenei Banner Focus
184457;327;Earthbinder's Circle Focus
184562;0;Salaadin's Energy Conduit
184606;2770;Socrethar's Teleporter Focus
184609;0;Eco-Dome Sutheron Generator
184642;0;Burning Blade Pyre
184643;0;Void Conduit Spell Focus
184704;327;Northmaul Tower Focus
184746;327;Rokgah Bloodgrip Focus
184817;2770;Bone Wastes - Tomb of Lights Event Focus
184820;327;Ogre Building Entrance
184823;2770;Arakkoa Circle Spell Focus
184826;327;Lashh'an Circle Spell Focus
184829;327;Vekh'nir Circle Spell Focus
184841;327;Borak Spell Focus
184907;327;Altar of Damnation Spell Focus
184911;327;Invisible Cooking Object
184929;0;Legion Hold Teleporter
184943;327;Ruuan'ok Oracle Circle
184951;0;Legion Communication Device
184997;327;Foreman Razelcraz
185020;2770;Zangarmarsh Portal Focus
185135;6849;Cookpot
185140;0;Bookcase
185141;0;Weapon Rack
185142;0;Dresser
185143;0;Footlocker
185144;327;Bleeding Hollow Forge Spell Focus
185207;327;Marmot Den
185215;2770;Gehenna Teleporter Focus
185293;327;Tower Spell Focus
185295;327;[DND]Gorgrom Corpse Focus
185299;0;All Dark Ritualists Dead
185306;5811;Death's Door Fel Cannon Spell Focus
185307;327;[DND]Wyvern Cage Focus
185310;5811;Writhing Mount Summoning Circle
185311;210;Writhing Mound Summoning Circle
185323;327;[DND]Goc Altar Focus
185880;327;Soulgrinder's Altar Spell Focus
185902;0;Forge Camp Warp-Gate
186249;327;Invisible Cooking Object
186299;0;Blackhoof Village Windmill
186310;327;Grimtotem Tent
186323;2770;Burning Troll Hut
186324;0;Hyal Family Monument
186336;0;Entrance to Onyxia's Lair
186424;0;Swamplight Dock
186464;2770;Westguard Cannon Credit Focus
186484;6544;Theramore Cluster Launcher
186487;327;The Wyrmlord's Platform
186599;327;Frozen Waterfall
186613;2770;Plaguehound Tracker Focus
186624;2770;[DND] Spell Focus
186846;216;Doodad_Cauldron01
186847;679;Doodad_potbellystovewall01
186853;679;Stove
186928;2770;[DNT] Spell Focus
186952;0;Iron Rune Transport Spell Focus (Quest Step 01)
186959;0;Iron Rune Transport Spell Focus (Quest Step 02)
186982;2770;Ley Lines of Quel'Danas
187076;6411;Bonfire
187081;7586;Cookpot
187107;7590;Brazier
187108;7590;Brazier
187232;327;Demon Teleporter Focus
187330;8520;Lexicon of Power
187331;0;Hauthaa's Anvil Spell Focus
187382;0;Shield Hill Spell Focus
187458;2770;Westrift Seismic Anomaly
187666;0;Nerub'ar Sinkhole
187681;2770;Snarlfang's Totem
187705;0;Kvaldir Ship Spell Focus
187706;0;End of Warsong Jetty
187763;2770;Imprisoned Beryl Sorcerer
187800;216;Doodad_Cauldron02
187849;2770;Beryl Force Shield
187893;5932;South Sinkhole
187894;0;Borean Crossroads Spell Focus
187904;0;Bloodmage Laurith
188011;327;Shattered Sun Portal
188019;5932;Crashed Flying Machine
188052;7008;Doodad_BE_Campfire02
188053;7008;Doodad_BE_Campfire03
188054;7008;Doodad_BE_Campfire04
188055;7008;Doodad_BE_Campfire05
188086;5932;Geyser Fields Steam Vent
188105;327;Nexus Dimensional Rift
188155;327;Saragosa's Landing
188161;2770;Scourge Sinkhole Focus
188175;327;Northwest Nexus Entrance
188358;327;Drakuru's Brazier
188369;0;East End of Thor Modan Tunnels
188420;327;Fizzcrank Parachute Spell Focus
188510;327;Drakil'jin Gongs
188564;5811;Pit under the Surge Needle Spell Focus
188660;2770;Vordrassil's Remains Focus
188661;2770;Vordrassil's Heart Focus
188662;2770;Vordrassil's Tears Focus
188664;5811;Hansel Bauer Spell Focus
188672;2770;Grom'thar's Challenging Area
188679;0;Wintergarde Gryphon Station
188690;5811;New Hearthglen Lumbermill Spell Focus
188694;2770;Vordrassil's Sapling Focus
188698;327;Basecamp
188707;2770;Obsidian Dragonshrine Path End
188708;0;Siege Engineer Quarterflash Focus
189331;0;Wintergarde Mausoleum
189541;200;Doodad_OrcBonFire01
189612;199;Doodad_FirewoodPile15
189613;199;Doodad_FirewoodPile16
189624;273;Doodad_Tradeskill_Anvil_01
189625;273;Doodad_Tradeskill_Anvil_02
189626;233;Doodad_Tradeskill_Forge_01
189627;305;Doodad_Tradeskill_Forge_03
189628;204;Doodad_SmeltingWeapons01
