long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
4064,571,495,1690,0x40004441,0,0,440,0,0,70,"Shattered Straits",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4065,571,495,1691,0x40004441,0,0,450,0,0,71,"Gjalerhorn",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4066,571,495,1692,0x40004441,0,0,450,0,0,71,"Frostblade Peak",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4067,0,139,1693,0x40008040,0,0,0,0,0,56,"Plaguewood Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4068,571,495,1694,0x40004441,0,0,0,0,0,70,"West Spear Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4069,571,495,1695,0x40004441,0,0,0,0,0,70,"North Spear Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4070,571,495,1696,0x40004441,0,0,440,0,0,71,"Chillmere Coast",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4071,571,495,1697,0x40004441,84,0,448,419,0,70,"Whisper Gulch",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4072,451,151,1698,0x40004440,0,0,0,0,0,0,"Sub zone",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4073,571,495,1699,0x40004441,0,0,0,0,0,70,"Winter's Terrace",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4074,571,495,1700,0x40004441,0,0,0,0,0,70,"The Waking Halls",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4075,580,0,1701,0x0,0,0,0,0,0,0,"Sunwell Plateau",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4076,598,0,1702,0x0,0,0,0,0,0,0,"Reuse Me 7",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4077,571,495,1703,0x40004441,0,0,440,0,0,70,"Sorlof's Strand",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4078,530,3519,1704,0x40004440,0,0,0,0,0,70,"Razorthorn Rise",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4079,571,495,1705,0x40004441,0,0,0,0,0,70,"Frostblade Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4080,530,0,1706,0x40,0,0,351,402,0,70,"Isle of Quel'Danas",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4081,530,4080,1707,0x40000040,0,0,351,0,0,0,"The Dawnchaser",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4082,530,4080,1708,0x40000040,0,0,351,0,0,0,"The Sin'loren",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4083,530,4080,1709,0x40000040,0,0,351,0,0,0,"Silvermoon's Pride",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4084,530,4080,1710,0x40000040,0,0,351,0,0,0,"The Bloodoath",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4085,530,4080,1711,0x40200040,0,0,351,0,0,70,"Shattered Sun Staging Area",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4086,530,4080,1712,0x40000040,0,0,351,0,0,0,"Sun's Reach Sanctum",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4087,530,4080,1713,0x40000040,0,0,351,0,0,0,"Sun's Reach Harbor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4088,530,4080,1714,0x40000040,0,0,351,0,0,0,"Sun's Reach Armory",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4089,530,4080,1715,0x40000040,0,0,351,0,0,0,"Dawnstar Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4090,530,4080,1716,0x40000040,0,0,351,0,0,0,"The Dawning Square",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4091,530,4080,1717,0x40000040,0,0,351,0,0,0,"Greengill Coast",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4092,530,4080,1718,0x40000040,0,0,363,300,0,0,"The Dead Scar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4093,530,4080,1719,0x40000040,0,0,0,0,0,0,"The Sun Forge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4094,530,4080,1720,0x40000040,0,0,351,0,0,0,"Sunwell Plateau",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4095,530,4080,1721,0x40000040,0,0,351,0,0,0,"Magisters' Terrace",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4096,451,4019,1722,0x40004440,0,0,0,0,0,0,"Claytön's WoWEdit Land",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4097,571,3537,1723,0x40004440,0,0,440,462,0,71,"Winterfin Caverns",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4098,571,3537,1724,0x40004440,0,0,440,413,0,70,"Glimmer Bay",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4099,571,3537,1725,0x40004440,0,0,440,462,0,71,"Winterfin Retreat",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4100,595,0,1726,0x0,0,0,35,438,0,0,"The Culling of Stratholme",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4101,571,3537,1727,0x40004440,0,0,440,0,0,70,"Sands of Nasam",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4102,571,3537,1728,0x40004440,0,0,440,0,0,70,"Krom's Landing",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4103,571,3537,1729,0x40004440,0,0,440,0,0,70,"Nasam's Talon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4104,571,3537,1730,0x40004440,0,0,440,0,0,71,"Echo Cove",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4105,571,3537,1731,0x40004440,0,0,0,413,0,70,"Beryl Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4106,571,3537,1732,0x40004440,0,0,0,462,566,70,"Garrosh's Landing",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4107,571,3537,1733,0x40004440,0,0,440,0,0,70,"Warsong Jetty",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4108,571,3537,1734,0x40004440,0,0,0,496,0,70,"Fizzcrank Airstrip",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4109,571,3537,1735,0x40004440,0,0,0,0,0,70,"Lake Kum'uya",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4110,571,3537,1736,0x40004440,0,0,0,0,0,70,"Farshire Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4111,571,3537,1737,0x40004440,0,0,0,0,0,70,"Farshire",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4112,571,3537,1738,0x40004440,0,0,0,0,0,70,"Farshire Lighthouse",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4113,571,3537,1739,0x40004440,0,0,450,410,0,70,"Unu'pe",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4114,571,3537,1740,0x40004440,0,0,450,0,0,71,"Death's Stand",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4115,571,3537,1741,0x40004440,0,0,440,0,0,70,"The Abandoned Reach",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4116,571,3537,1742,0x40004440,0,0,0,496,0,70,"Scalding Pools",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4117,571,3537,1743,0x40004440,0,0,0,496,0,70,"Steam Springs",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4118,571,3537,1744,0x40004440,0,0,0,0,0,71,"Talramas",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4119,571,3537,1745,0x40004440,0,0,0,496,0,71,"Festering Pools",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4120,571,3537,1746,0x40004440,0,0,452,466,0,71,"The Nexus",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4121,571,3537,1747,0x40004440,0,0,0,0,0,71,"Transitus Shield",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4122,571,3537,1748,0x40204440,0,0,0,461,565,71,"Bor'gorok Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4123,571,3537,1749,0x40004440,0,0,0,465,0,71,"Magmoth",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4124,571,3537,1750,0x40004440,0,0,450,0,0,71,"The Dens of Dying",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4125,571,3537,1751,0x40004440,0,0,0,464,0,71,"Temple City of En'kilah",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4126,571,3537,1752,0x40004440,0,0,439,0,0,71,"The Wailing Ziggurat",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4127,571,3537,1753,0x40004440,0,0,0,0,0,71,"Steeljaw's Caravan",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4128,571,3537,1754,0x40005440,0,0,0,0,0,72,"Naxxanar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4129,571,3537,1755,0x44604400,0,0,0,461,565,70,"Warsong Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4130,571,3537,1756,0x40005440,0,0,0,0,0,70,"Plains of Nasam",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4131,585,0,1757,0x0,0,0,0,0,0,0,"Magisters' Terrace",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4132,571,3537,1758,0x40004440,0,0,0,462,566,71,"Ruins of Eldra'nath",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4133,571,3537,1759,0x40004440,0,0,0,0,0,70,"Charred Rise",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4134,571,3537,1760,0x40004440,0,0,0,0,0,70,"Blistering Pool",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4135,571,3537,1761,0x40004440,0,0,0,464,0,71,"Spire of Blood",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4136,571,3537,1762,0x40004440,0,0,0,464,0,71,"Spire of Decay",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4137,571,3537,1763,0x40004440,0,0,0,464,0,71,"Spire of Pain",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4138,571,3537,1764,0x40004440,0,0,450,0,0,70,"Frozen Reach",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4139,580,4075,1765,0x40000000,0,0,351,407,0,0,"Parhelion Plaza",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4140,580,4075,1768,0x40000000,0,0,363,407,0,0,"The Dead Scar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4141,571,3537,1771,0x40004440,0,0,0,0,0,70,"Torp's Farm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4142,571,3537,1772,0x40004440,0,0,0,0,0,70,"Warsong Granary",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4143,571,3537,1773,0x40004440,0,0,0,0,0,70,"Warsong Slaughterhouse",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4144,571,3537,1774,0x40004440,0,0,0,0,0,70,"Warsong Farms Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4145,571,3537,1775,0x40004440,0,0,0,0,0,70,"West Point Station",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4146,571,3537,1776,0x40004440,0,0,0,496,0,70,"North Point Station",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4147,571,3537,1777,0x40004440,0,0,0,0,0,70,"Mid Point Station",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4148,571,3537,1778,0x40004440,0,0,0,0,0,71,"South Point Station",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4149,571,3537,1779,0x40004440,0,0,0,0,0,70,"D.E.H.T.A. Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4150,571,3537,1780,0x40004440,0,0,0,0,0,71,"Kaw's Roost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4151,571,65,1781,0x40004440,0,0,0,416,0,72,"Westwind Refugee Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4152,571,65,1782,0x40004444,0,0,440,411,0,71,"Moa'ki Harbor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4153,571,65,1783,0x40004444,0,0,0,411,0,71,"Indu'le Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4154,571,65,1784,0x40004444,0,0,0,0,0,71,"Snowfall Glade",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4155,571,65,1785,0x40004444,0,0,0,0,0,73,"The Half Shell",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4156,571,65,1786,0x40004444,0,0,453,0,0,71,"Surge Needle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4157,571,65,1787,0x40004444,0,0,453,462,567,71,"Moonrest Gardens",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4158,571,65,1788,0x40204444,0,0,0,462,567,71,"Stars' Rest",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4159,571,394,1789,0x40204440,0,0,0,453,564,74,"Westfall Brigade Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4160,571,65,1790,0x40004444,0,0,0,0,0,71,"Lothalor Woodlands",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4161,571,65,1791,0x40204461,0,0,453,0,0,73,"Wyrmrest Temple",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4162,571,65,1792,0x40004440,0,0,0,0,0,72,"Icemist Falls",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4163,571,65,1793,0x40004440,0,0,0,416,0,72,"Icemist Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4164,571,65,1794,0x40004440,0,0,0,491,0,72,"The Pit of Narjun",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
4165,571,65,1795,0x40004440,0,0,0,461,565,72,"Agmar's Hammer",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4166,571,65,1796,0x40004440,0,0,0,464,0,72,"Lake Indu'le",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4167,571,65,1797,0x40004440,0,0,430,465,0,72,"Obsidian Dragonshrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4168,571,65,1798,0x40004440,0,0,455,424,0,72,"Ruby Dragonshrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4169,571,65,1799,0x40004440,0,0,0,453,0,72,"Fordragon Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4170,571,65,1800,0x40004440,0,0,453,461,565,72,"Kor'kron Vanguard",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4171,571,65,1801,0x40004440,0,0,453,452,0,72,"The Court of Skulls",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4172,571,65,1802,0x40004440,0,0,453,452,0,72,"Angrathar the Wrathgate",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4173,571,65,1803,0x40005440,0,0,453,412,0,73,"Galakrond's Rest",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4174,571,65,1804,0x40004440,0,0,453,0,0,73,"The Wicked Coil",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4175,571,65,1805,0x40004440,0,0,453,465,0,73,"Bronze Dragonshrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4176,571,65,1806,0x40004440,0,0,453,0,0,73,"The Mirror of Dawn",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4177,571,65,1807,0x40004440,0,0,0,452,0,73,"Wintergarde Keep",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4178,571,65,1808,0x40004440,0,0,0,464,0,73,"Wintergarde Mine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4179,571,65,1809,0x40004440,0,0,454,424,0,73,"Emerald Dragonshrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4180,571,65,1810,0x40004440,0,0,456,412,0,73,"New Hearthglen",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4181,571,65,1811,0x40004440,0,0,440,0,0,73,"Crusader's Landing",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4182,571,65,1812,0x40004440,0,0,0,0,0,73,"Sinner's Folly",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4183,571,65,1813,0x40004440,0,0,0,465,0,72,"Azure Dragonshrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4184,571,65,1814,0x40004440,0,0,453,0,0,73,"Path of the Titans",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4185,571,65,1815,0x40004440,0,0,440,412,0,73,"The Forgotten Shore",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4186,571,65,1816,0x40204440,0,0,0,464,0,73,"Venomspite",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4187,571,65,1817,0x40004440,0,0,0,0,0,73,"The Crystal Vice",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4188,571,65,1818,0x40004440,0,0,453,464,0,74,"The Carrion Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4189,571,65,1819,0x40004440,0,0,0,412,0,74,"Onslaught Base Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4190,571,65,1820,0x40004440,0,0,0,0,0,74,"Thorson's Post",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4191,571,65,1821,0x40004440,0,0,0,0,0,74,"Light's Trust",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4192,571,65,1822,0x40004440,0,0,0,0,0,73,"Frostmourne Cavern",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4193,571,65,1823,0x40004440,0,0,0,0,0,73,"Scarlet Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4194,571,65,1824,0x40004440,0,0,0,463,0,74,"Jintha'kalar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4195,571,65,1825,0x40004440,0,0,0,0,0,74,"Ice Heart Cavern",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4196,600,0,1826,0x0,0,0,441,483,0,0,"Drak'Tharon Keep",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4197,571,0,1827,0x9004441,0,0,463,445,0,-1,"Wintergrasp",,,,,,,,,,,,,,,,0xFF01FE,0x0,81,,,0,1000.0,0.0,,
4198,571,65,1828,0x40004444,0,0,0,0,0,72,"Kili'ua's Atoll",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4199,571,394,1829,0x40004440,0,0,0,459,563,74,"Silverbrook",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4200,571,394,1830,0x40004440,0,0,0,460,564,74,"Vordrassil's Heart",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4201,571,0,1831,0x40,0,0,0,0,0,75,"Vordrassil's Tears",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4202,571,394,1832,0x40004440,0,0,0,459,563,74,"Vordrassil's Tears",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4203,571,394,1833,0x40004440,0,0,0,0,0,74,"Vordrassil's Limb",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4204,571,394,1834,0x40004440,0,0,0,453,0,73,"Amberpine Lodge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4205,571,394,1835,0x40004440,0,0,0,460,564,75,"Solstice Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4206,571,394,1836,0x40004440,0,0,457,461,565,74,"Conquest Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4207,571,394,1837,0x40004440,0,0,0,458,0,74,"Voldrune",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4208,571,394,1838,0x40004440,0,0,0,459,563,73,"Granite Springs",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4209,571,394,1839,0x40004440,0,0,0,463,0,74,"Zeb'Halak",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4210,571,394,1840,0x40004440,0,0,441,463,0,73,"Drak'Tharon Keep",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4211,571,394,1841,0x40204440,0,0,0,416,0,74,"Camp Oneqwah",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4212,571,394,1842,0x40004440,0,0,0,459,563,74,"Eastwind Shore",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4213,571,394,1843,0x40004440,0,0,0,0,0,74,"The Broken Bluffs",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4214,571,394,1844,0x40004440,0,0,0,0,0,74,"Boulder Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4215,571,394,1845,0x40004440,0,0,450,460,564,74,"Rage Fang Shrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4216,571,394,1846,0x40004440,0,0,457,463,0,74,"Drakil'jin Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4217,571,394,1847,0x40004440,0,0,458,459,563,74,"Blackriver Logging Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4218,571,394,1848,0x40004440,0,0,0,0,0,74,"Heart's Blood Shrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4219,571,394,1849,0x40004440,0,0,0,0,0,74,"Hollowstone Mine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4220,571,394,1850,0x40004440,0,0,457,419,0,74,"Dun Argol",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4221,571,394,1851,0x40004440,0,0,0,419,0,74,"Thor Modan",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4222,571,394,1852,0x40004440,0,0,458,459,563,74,"Blue Sky Logging Grounds",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4223,571,65,1853,0x40004440,0,0,0,465,0,72,"Maw of Neltharion",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4224,571,65,1854,0x40004444,0,0,0,411,0,71,"The Briny Pinnacle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4225,571,65,1855,0x40004444,0,0,440,0,0,71,"Glittering Strand",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4226,571,495,1856,0x40004441,0,0,440,0,0,71,"Iskaal",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4227,571,65,1857,0x40004444,0,0,0,0,0,73,"Dragon's Fall",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4228,578,0,1858,0x4000,0,0,452,0,0,0,"The Oculus",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,1.0,,
4229,571,394,1859,0x40004440,0,0,0,0,0,75,"Prospector's Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4230,571,65,1860,0x40004444,0,0,0,0,0,74,"Coldwind Heights",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4231,571,394,1861,0x40004440,0,0,0,0,0,74,"Redwood Trading Post",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
