long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
3469,1,1440,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,25000.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3470,1,1440,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.699999988079,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3471,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3472,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3473,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3474,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3475,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,32000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3476,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,0.0,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3477,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3478,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3479,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3480,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3481,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,13000.0,13000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3482,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-1.0,-1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3483,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3484,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3485,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3486,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3487,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,16000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3488,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,-0.20000000298,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3489,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3490,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.0,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3491,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3492,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3493,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,6000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3494,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,0.5,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3495,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3496,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.0,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3497,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3498,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3499,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,12000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3500,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,0.300000011921,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3501,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3502,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.0,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3503,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3504,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3505,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,36000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3506,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,-0.20000000298,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3507,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3508,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.0,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3509,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3510,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3511,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,16000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3512,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,-0.300000011921,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3513,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3514,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3515,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3516,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3517,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,14000.0,14000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3518,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.20000000298,-0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3519,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3520,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.40000000596,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3521,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3522,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3523,6,0,360,900,1440,2160,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3524,6,0,360,900,1440,2160,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,0.0,0.0,0.0,0.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3525,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3526,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.600000023842,0.600000023842,0.600000023842,0.600000023842,0.800000011921,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3527,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3528,2,0,1440,1440,1440,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3529,5,0,1440,2280,2400,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,85000.0,75000.0,80833.328125,81666.6640625,82500.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3530,5,0,1440,2280,2400,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.300000011921,0.300000011921,0.300000011921,0.300000011921,0.300000011921,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3531,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3532,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.629999995232,0.629999995232,0.629999995232,0.629999995232,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3533,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3534,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3535,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,20000.0,20000.0,20000.0,20000.0,32000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3536,4,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.300000011921,-0.300000011921,-0.300000011921,-0.300000011921,-0.300000011921,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3537,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3538,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.649999976158,0.649999976158,0.649999976158,0.649999976158,0.649999976158,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3539,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3540,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3541,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,32000.0,24000.0,32000.0,28000.0,29333.3339844,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3542,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.25,0.0,0.0,0.17499999702,0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3543,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3544,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
3545,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
