long,byte,byte,byte,byte,byte,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
856,0,0,128,63,154,4102553,-1711276032,-390096487,738197507,-687865855,1744830491,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,2084546150,1715417330,4269670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633446400,4250886,-12615680,64602624,7535,0,1073741824,0,
857,205,204,204,61,23,4084151,-1711276032,-801171047,-939524089,2080374784,1090519069,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,36489674,0,0,1073741824,0,
858,133,235,49,64,0,1866383360,-516259054,-415247238,-939524093,-671088640,67108887,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50331903,0,0,1073741824,0,
859,154,153,153,62,102,1866360422,-516259054,-415247238,-939524093,704643072,0,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376576,4321280,-12615680,67108863,7583,2,1073741824,0,
860,104,145,157,63,0,1866403840,-516259054,-415247238,-939524093,687865856,14,0,0,0,0,0,0,0,0,4145152,0,-1711276032,1614682521,4169957,4333568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376576,4321280,-12615680,67108863,0,1,1073741824,0,
861,12,2,171,62,154,4037017,855638016,-398470349,3,-922746880,1442840581,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,0,0,0,0,0,-855638016,-851587892,-851555124,-851587892,4082892,4396544,4481280,-16777216,41482240,0,0,1073741824,0,
862,154,153,153,62,205,1866288332,-516259054,-415247238,-939524093,704643072,0,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376576,4321280,-12615680,67108863,7604,2,1073741824,0,
863,104,145,157,63,205,1866321100,-516259054,-415247238,-939524093,687865856,14,0,0,0,0,0,0,0,0,4145152,0,-855638016,1614662860,4169957,4333568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376576,4321280,-12615680,67108863,0,1,1073741824,0,
864,12,2,171,62,0,4112384,855638016,-398478541,-218103805,1,637534209,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,4268032,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4366336,4300800,-12566528,67108863,7609,0,1073741824,0,
865,12,2,171,62,0,4112384,855638016,-398478541,-218103805,1,637534209,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,0,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4366336,4300800,-12566528,67108863,0,0,1073741824,0,
866,205,204,204,62,205,171887820,3941335,-419430400,3,-1862270976,1174405125,0,-855638016,54414540,67108864,-855638016,-851415860,4261068,0,171917312,-851598377,4050124,-1673560064,4165828,4321280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,65604054,0,0,1073741824,0,
867,205,204,204,62,0,171868160,3941335,-419430400,3,-1862270976,1174405125,0,-855638016,37637324,50331648,-1711276032,-1707091559,4209049,0,171917312,-851598377,-851587892,-1673589556,4165828,4321280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,65604054,0,0,1073741824,0,
868,12,2,171,62,0,4128768,855638016,-398478541,3,0,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,4128768,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,67108863,0,0,1073741824,0,
869,0,0,128,64,0,4128768,0,-415236096,-939524093,-2130706432,1,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,7622,0,1073741824,0,
870,0,0,0,63,0,4096000,0,-415236096,-939524093,-2130706432,201326593,0,0,0,0,0,0,0,0,4145152,0,-1711276032,1614748057,4169957,4300800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
871,86,14,141,62,244,4064509,-1711276032,-398452327,738197507,1207959553,1207959574,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-2030043136,-851457770,4263116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188645376,859897085,-1925147853,52678669,0,0,1073741824,0,
872,0,0,128,64,64,4022547,0,-398458880,-939524093,-2080374784,1073741824,1,0,50331648,83886080,0,4161536,4210688,1644167168,4102160,0,0,0,0,0,0,0,0,0,0,0,-1711276032,-1706980455,4295577,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,859832320,66121968,7627,0,1120403456,0,
873,61,10,151,62,205,3984588,0,-398458880,-939524093,-671088640,-1073741801,0,0,50331648,83886080,0,4161536,4210688,1644167168,4102160,0,0,0,0,0,0,0,0,167772160,423404503,423626244,1447036420,1447086350,4245774,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,-12582912,37027895,7636,3,1120403456,0,
874,61,10,151,62,205,3984588,-1711276032,-398468711,-1979711485,-671088640,-1073741801,0,0,50331648,83886080,0,4161536,4210688,1644167168,4102160,0,0,0,0,0,0,0,0,-1895825408,-29559358,968861908,-675313484,-1019248477,4206837,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,-12582912,37027895,7636,3,1120403456,0,
876,0,0,128,64,66,4187855,-1711276032,-398517863,-939524093,-2080374784,1090519040,117440513,0,50331648,83886080,0,4161536,4210688,1526726656,4104113,0,0,1447047168,4245774,12632064,0,0,0,0,2080374784,138326258,1447036076,-1707031282,4295577,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,-12582912,66121968,7641,0,1120403456,0,
877,0,0,128,64,164,4171487,-1711276032,-398517863,-939524093,-2080374784,1090519040,251658241,0,50331648,83886080,0,4161536,4210688,1644167168,4102160,0,0,-29409280,4234452,12632064,0,0,0,855638016,2084516659,138326258,1447036076,-1707031282,4295577,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,-1103101952,66121968,0,0,1120403456,0,
878,0,0,128,64,103,4173124,-1711276032,-398517863,-939524093,-2080374784,1090519040,251658241,0,50331648,83886080,0,4161536,4210688,1644167168,4102160,0,0,-29409280,4234452,12632064,0,0,0,855638016,2084516659,138326258,1447036076,-1707031282,4295577,-855638016,-851587892,-1707193140,4102553,4128768,4343808,4235264,-1103101952,66121968,0,0,1120403456,0,
879,0,0,128,63,0,4145152,0,-1790951424,0,16777216,1073741824,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,0,0,1073741824,0,
880,0,0,128,64,14,-985640113,-1707266016,-398517863,-939524093,-2080374784,1073741824,167772161,-1711276032,54434201,83886080,0,4161536,4210688,1644167168,-1371629552,1379787079,4103864,71430144,859668653,4264755,0,956301312,-851441484,-1707042612,2084571545,1446949106,557829390,-1707015504,4295577,167772160,-1891851305,-1891764798,-1371736638,4055367,4268032,-851337216,-1103001396,109987933,0,0,1120403456,0,
881,0,0,128,64,99,-985645842,-1707266016,-398517863,-939524093,-2080374784,1073741824,167772161,-1711276032,54434201,83886080,0,4161536,4210688,1644167168,-1371629552,1379787079,859741880,2034246451,4238057,1623244800,-2025873179,1782569238,-1019179844,859878645,2084516659,138326258,1447036076,-1707031282,4295577,167772160,-1891851305,-1891764798,-1371736638,4055367,4343808,-851337216,-1103001396,66752800,0,0,1120403456,0,
882,0,0,128,64,208,-985629884,-1707266016,-398517863,-939524093,-2080374784,1140850688,167772161,-1711276032,54434201,83886080,0,4161536,4210688,1644167168,-1371629552,1379787079,4103864,-2143182848,4063415,12632064,0,1694498816,624853162,859750662,2084516659,138326258,1447036076,-1707031282,4295577,167772160,-1891851305,-1891764798,-1371736638,4055367,4343808,-851337216,-1103001396,66078968,7662,0,1120403456,0,
883,170,241,6,64,154,171948441,3941335,-398385152,-939524093,-1543503872,67108887,1,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1308622848,67108863,7699,0,1056964608,0,
885,102,102,22,63,0,171884544,3941335,-398458880,-939524093,469762048,201326614,0,0,0,0,0,0,0,0,4145152,0,0,-1203830784,4278558,4235264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130706432,67108863,7704,0,1056964608,0,
886,0,0,128,63,154,4102553,-1711276032,-390096487,738197507,-889192447,1207959562,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,2080374784,859779314,4272947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633446400,4250886,-12615680,67108863,0,0,1073741824,0,
887,0,0,128,62,0,1866399744,3834642,-801128448,-939524089,83886080,67108885,1,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1120403456,0,
889,12,2,171,62,0,4096000,855638016,-1790987469,0,83886080,1174405141,452984833,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,4128768,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,67108863,0,0,1120403456,0,
890,12,2,171,62,0,4096000,855638016,-398478541,-218103805,1,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,1711276032,4154982,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,67108863,7709,0,1073741824,0,
891,0,0,128,63,163,4103169,855638016,-398544077,738197507,-637534207,1275068442,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,-230758810,4128944,4194304,0,0,0,0,4214784,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,64485615,7714,0,1073741824,0,
892,133,235,49,64,0,1866383360,-516259054,-415247238,-939524093,-671088640,67108887,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
893,150,67,107,63,0,1480491008,3912761,-104923136,-939524096,-1308622848,-1006632957,452984832,0,54460416,50331648,0,4194304,4227072,402653184,-1891679450,-331549246,4044881,1157627904,1715413208,12682854,0,0,0,0,0,0,0,0,0,-855638016,-851522356,-851522356,-851587892,4050124,-1958653952,-1707039892,-12592743,50266337,0,0,1073741824,0,
894,12,2,171,62,0,4096000,855638016,-398478541,3,0,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,1711276032,4154982,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,51252979,0,0,1073741824,0,
895,154,153,153,62,205,4017356,0,-213909504,721420289,922746881,117440542,100663296,167772160,54305751,50331648,-855638016,-851456820,171822284,4146135,-1711276032,-1891755623,4126146,0,0,0,0,0,0,-855638016,-197210932,457164029,4185391,0,0,-1711276032,4102553,-1371602944,4088135,4145152,0,0,-16777216,54166015,0,0,1073741824,0,
896,154,153,153,62,154,4037017,0,-213909504,721420289,1,117440513,100663296,167772160,54305751,50331648,-855638016,-851456820,171822284,4146135,-1711276032,-1891755623,4126146,0,0,0,0,0,0,-855638016,-197210932,457164029,4185391,0,0,-1711276032,4102553,-1371602944,4088135,4145152,0,0,-16777216,66905188,0,0,1073741824,0,
897,12,2,171,62,0,4096000,855638016,-398478541,3,0,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,1711276032,4154982,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,66905188,0,0,1073741824,0,
898,12,2,171,62,154,4037017,855638016,-398478541,3,922746880,1174405150,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,1711276032,4154982,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,54166015,0,0,1073741824,0,
902,100,59,127,63,41,-1824524597,-1707277288,-398485095,738197507,50331649,1191182342,436207616,-1711276032,71178649,33554432,-855638016,-851505972,4189388,0,-1891680256,859764162,4174643,-33554432,4202708,1623293952,1614782693,801087717,801153245,4235485,0,0,0,788529152,12624093,0,0,0,0,0,4300800,4227072,-12615680,83886079,7768,0,1073741824,0,
911,12,2,171,62,0,4112384,855638016,-398478541,3,0,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,4128768,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,67108863,0,0,1073741824,0,
913,133,235,49,64,184,4039599,0,-402653184,-939524093,1493172224,1191182337,352321536,-1895825408,54293954,50331648,-1711276032,1715472793,-1539295642,-2092991120,4147904,0,0,4229120,0,0,0,0,0,0,71278592,12419245,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,37781632,0,0,1073741824,0,
914,100,59,127,63,111,4132336,1711276032,-390093210,738197507,1627389953,1073741854,452984832,0,50331648,50331648,-1711276032,4196761,4227072,0,4145152,0,0,624918528,4079878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,52822799,7813,0,1086758846,0,
915,102,102,22,63,23,4084151,855638016,1472181043,738197504,-1627389951,1744830470,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,855638016,4166451,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,599934976,-851408421,-12522292,58720320,0,0,1076296155,0,
917,133,235,49,64,18,171933827,4006871,-398491648,738197507,16777217,67108864,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50389486,7818,0,1073741824,0,
918,133,235,49,64,135,171917590,4006871,-398491648,738197507,-1879048191,67108868,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,53335376,0,1,1073741824,0,
921,145,237,220,62,0,4128768,0,-398417920,-939524093,-1895825408,30,0,0,0,0,0,0,0,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50354687,7859,0,1073741824,0,
922,145,237,220,62,0,4063232,0,-415268864,3,-1895825408,30,0,0,0,0,0,0,0,-1543503872,4160880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056964608,50377727,0,0,1073741824,0,
923,12,2,171,62,29,960401208,859588788,-398478541,3,-1140850688,1728053278,268435456,-520093696,87970938,117440512,-855638016,-1707041588,-1707030119,-1539335783,4160880,2063597568,4107796,0,0,0,0,0,0,0,0,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,-1824372736,4259864,-12500992,52560118,0,1,1073741824,0,
924,12,2,171,62,23,4084151,855638016,-398478541,3,-1140850688,1711276062,452984832,687865856,54366044,67108864,-1711276032,4196761,1900068864,-2093053379,4082368,-335544320,4143185,1157627904,-1707138856,4250009,0,0,0,0,620756992,1623081222,-2025873179,801132822,4235485,-1207959552,-1539406562,4111728,1715372032,4122214,4294656,-851367936,-12612404,67108863,0,2,1073741824,0,
925,12,2,171,62,23,4084151,-855638016,-390148916,3,-1375731712,1811939354,452984832,687865856,54366044,67108864,-1711276032,4196761,1900068864,4098621,520093696,-331453563,-1707132847,-1371629159,-851480249,4299980,0,0,0,-1711276032,4069785,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,-1052620800,859896266,-12553421,67108863,7921,0,1073741824,0,
926,12,2,171,62,0,4112384,855638016,-398478541,3,-1140850688,1711276062,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,4128768,0,0,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,-1992220672,-1707048895,-12641895,65929416,0,0,1073741824,0,
930,205,204,204,61,23,4084151,-1711276032,-801171047,-939524089,2080374784,1090519069,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-381714432,36489674,7946,0,1073741824,0,
934,102,102,22,63,184,4137246,855638016,-255904973,738197504,318767105,-939524065,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,0,452984832,4218159,0,0,0,0,855638016,4262707,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-155060224,4268072,2017492992,50335962,7999,0,1073741824,0,
935,102,102,22,63,199,4122810,1711276032,-255924634,738197504,318767105,1744830495,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,0,0,0,0,0,0,0,0,4268032,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,1967161344,4202643,-1790935040,54340814,0,0,1073741824,0,
936,102,102,22,63,175,4109716,-1711276032,-255911527,738197504,318767105,1744830495,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,0,4227072,0,0,0,0,0,0,4268032,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,1975631872,4210835,2017492992,54538444,0,0,1073741824,0,
939,102,102,22,63,29,4099896,0,-264273920,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,4321280,-851337216,-12514100,66742026,8008,0,1073741824,0,
940,205,204,204,61,154,4069785,0,-390103040,738197507,603979777,1207959567,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-855638016,-750859060,-851533602,4050124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12656640,4268032,-12615680,50376697,8017,0,1101004800,0,
941,205,204,204,61,154,4102553,-1711276032,-390096487,738197507,603979777,1207959567,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,624859545,-1707163386,4069785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12664832,4268032,-12615680,50386650,0,0,1092616192,0,
942,205,204,204,61,154,4102553,-855638016,-390091572,738197507,603979777,1744830479,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,2000624025,4120877,4210688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12673024,4268032,-12615680,50375411,8022,0,1092616192,0,
943,205,204,204,61,154,4102553,-855638016,-390083380,738197507,603979777,1744830479,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-855638016,-230732596,4128944,4227072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12681216,4268032,-12615680,50389228,8031,0,1092616192,0,
944,205,204,204,61,154,4069785,0,-390078464,738197507,603979777,1207959567,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,-1673583002,4133060,4161536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12685312,4268032,-12615680,50353910,0,0,1092616192,0,
945,205,204,204,61,154,4102553,0,-390070272,738197507,603979777,1744830479,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-750829568,4104414,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12689408,4268032,-12615680,50360566,0,0,1092616192,0,
946,205,204,204,61,154,4102553,0,-398442496,738197507,603979777,1744830479,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-750845952,4071646,4235264,0,0,0,0,1010868224,423539389,490702340,-1363141542,4141750,0,0,0,0,0,4333568,4210688,-12582912,50390256,0,1,1092616192,0,
948,205,204,204,61,205,4082892,-1711276032,-398550631,738197507,1811939329,1073741855,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,66912052,0,0,1114636288,0,
952,205,204,204,61,0,4071057,-1711276032,-255845991,738197504,-1895825407,-2013265889,452984837,0,117440512,67108864,0,4268032,4268032,-150994944,4120326,0,0,0,-855638016,12602572,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-155088896,4268072,-12550144,54739779,0,0,1073741824,1075629261,
954,0,0,128,64,0,4128768,0,-390070272,-939524093,721420288,1207959556,0,0,0,0,0,0,0,0,4145152,0,0,-2030043136,4213014,12732416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12697600,4227072,859799552,64429721,8131,0,1073741824,0,
955,205,204,76,62,154,4069785,0,-390103040,-939524093,-16777216,1610612737,0,0,0,0,0,0,0,0,4145152,0,-855638016,1161678028,12525784,0,0,0,0,-1711276032,423565721,-1270872572,4232904,0,0,0,0,0,0,0,12709888,4268032,-12541952,65732732,0,0,1073741824,0,
956,205,204,76,62,154,4069785,0,-390103040,-939524093,-16777216,1610612737,0,0,0,0,0,0,0,0,4145152,0,-855638016,1161678028,12525784,0,0,0,0,855638016,4109107,419430400,4195844,0,0,0,0,0,0,0,12699648,4268032,-12541952,65339512,0,0,1073741824,0,
957,0,0,128,63,23,4084151,-855638016,-398488372,738197507,1593835521,1073741850,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,-1711276032,4200857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1136570368,4232052,-12558336,33572075,8140,0,1073741824,0,
958,205,204,204,61,205,4050124,0,-264273920,738197504,-1090519039,1744830470,855638017,0,117440512,67108864,0,4268032,-1707008000,-1539303015,-851477136,4181196,-1707081728,-2025940583,-1119893226,11896375,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,759309824,4262322,-16777216,34679022,0,1,1101004800,0,
959,195,245,200,62,244,4064509,0,-415252480,738197507,-268435455,1442840579,469762048,-335544320,54409297,50331648,0,859832320,1212203827,4152033,-1895825408,2067625410,4075028,-2093023232,4159825,0,-2030043136,4213014,0,855638016,4141875,0,-385875968,-197076698,12630269,1375731712,524197560,-1891701883,-331549246,4077649,4300800,4227072,-12615680,35920730,0,0,1073741824,0,
960,195,245,200,62,244,4064509,0,-415252480,738197507,-268435455,1442840579,469762048,-335544320,54409297,50331648,0,859832320,1212203827,4152033,-1895825408,2067625410,4075028,-2093023232,4159825,0,-2030043136,4213014,0,855638016,4141875,0,-385875968,-197076698,12630269,1375731712,524197560,-1891701883,-331549246,4077649,4300800,4227072,-12615680,35350046,0,0,1073741824,0,
963,205,204,204,61,199,4122810,-855638016,851365068,0,-2097152000,1744830481,855638017,0,33554432,33554432,0,4227072,4227072,-1543503872,4160880,0,-855638016,1782500556,4166844,12656640,0,0,0,1711276032,4122214,0,0,0,0,-855638016,-851489588,-2059449140,-851488277,4148428,-943607808,-851377333,-12542772,35010351,0,0,1091782574,0,
965,205,204,204,61,0,4096000,0,1862270976,-939524073,2013265920,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,0,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
966,205,204,204,61,23,4084151,0,-805306368,-939524089,-654311424,1090519071,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-2126544896,34541327,0,0,1073741824,0,
967,102,102,22,63,205,4082892,855638016,-213929165,-419430399,-67108864,1744830495,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,1711276032,239003238,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472082944,859837382,-247397581,65362008,8224,0,1092616192,0,
968,102,102,22,63,205,4082892,0,-213925888,1,-67108864,1744830495,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,1711276032,239003238,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472061440,4199366,-247390208,65359438,8253,0,1092616192,0,
969,102,102,22,63,205,4082892,0,-213925888,1,-67108864,1744830495,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,1711276032,239003238,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,1480656896,859885625,-247375053,65359438,8274,0,1092616192,0,
970,205,204,204,61,0,4096000,0,1056964608,-939524065,2013265920,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,0,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
971,150,67,107,63,0,4153344,0,-398458880,738197507,-1308622847,-1073741821,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,1442840576,1715521806,12609126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,66121889,8295,0,1114636288,0,
972,150,67,107,63,154,4037017,0,-398491648,738197507,1946157057,-687865824,335544320,-1895825408,54408642,83886080,1711276032,859846246,4236083,0,-515948544,4101242,4096000,1442840576,1715521806,12609126,0,0,0,0,0,0,0,0,0,-855638016,-851587892,-1707225908,-1707206247,4069785,4300800,4227072,-12615680,66121889,8342,0,1114636288,0,
973,102,102,22,63,29,4099896,0,-255885312,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,12709888,-851337216,-12514100,66742026,8347,0,1073741824,0,
974,145,237,220,62,0,4128768,0,-390066176,-939524093,671088640,1207959564,0,0,50331648,50331648,0,4194304,4227072,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,-1711276032,4176281,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,60773191,0,0,1073741824,0,
976,102,102,22,63,205,4082892,0,-213909504,1,-687865856,1207959554,452984837,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,238963916,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472061440,4199366,-247336960,83935232,8364,0,1106247680,0,
977,102,102,22,63,205,4082892,0,-213909504,1,-687865856,1207959554,452984837,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,238963916,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472061440,4199366,-247336960,83935232,0,0,1106247680,1078531719,
978,102,102,22,63,205,4082892,0,-213909504,1,-1258291200,1073741856,452984837,0,117440512,67108864,0,4268032,4268032,0,4145152,0,0,234881024,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472061440,4199366,1413607424,60817568,8408,1,1106247680,0,
