long,str,str,float,float,float,float,
5447,"ArcaneExplosion Base (Clamped)","Spells\ArcaneExplosion_Base.mdx",1.0,4.0,4.0,4.0,
5449,"Dragon Sand Breath","spells\corrosivesandbreath.mdx",1.0,5.0,0.00999999977648,100.0,
5450,"Tournament Shield Red","spells\tournament_shield_red.mdx",0.0,1.0,0.10000000149,10.0,
5451,"Tournament Shield Yellow","spells\tournament_shield_yellow.mdx",0.0,1.0,0.10000000149,10.0,
5452,"Tournament Shield Green","spells\tournament_shield_green.mdx",0.0,1.0,0.10000000149,10.0,
5453,"Reply-Code Alpha","spells\sonicboom_missile_high.mdx",0.0,25.0,0.10000000149,25.0,
5454,"Living Bomb State","spells\mage_livingbomb_state.mdx",0.0,2.0,0.00999999977648,100.0,
5455,"Lava Splash","World\Kalimdor\OnyxiasLair\LavaTraps\OnyziasLairLavaSplashStand.mdx",1.0,1.0,0.00999999977648,100.0,
5456,"Fire Bomb","spells\firebomb_missle.mdx",1.0,0.34999999404,0.00999999977648,100.0,
5457,"Lava Splash","World\Kalimdor\OnyxiasLair\LavaTraps\OnyziasLairLavaSplashStand.mdx",1.0,0.5,0.00999999977648,100.0,
5458,"Flame Patch","spells\archimonde_fire.mdx",1.0,1.20000004768,0.00999999977648,100.0,
5460,"Water Nova","Spells\Water_Nova.mdx",1.0,5.0,0.00999999977648,100.0,
5461,"Gift of the water Spirit Base impact","spells\giftwaterspirit_impact_base.mdx",1.0,6.0,0.00999999977648,100.0,
5462,"Fire ImpactDD Uber Chest","spells\fire_impactdd_uber_chest.mdx",1.0,7.0,0.00999999977648,100.0,
5463,"Lightning Nova","spells\lightning_ring_nova.mdx",1.0,100.0,0.00999999977648,100.0,
5464,"Item - Val'anyr Shield Effect Low Base","spells\valanry_proc_01.mdx",1.0,1.25,0.00999999977648,100.0,
5465,"Nature Bomb","World\Goober\G_PulsatingPlant.mdx",0.0,1.0,0.10000000149,10.0,
5466,"Xplosion_Nature_Impact","Spells\Xplosion_Nature_Impact.mdx",0.0,1.5,0.10000000149,10.0,
5467,"Pulsating Plant","World\Goober\G_PulsatingPlant.mdx",0.0,1.0,0.00999999977648,100.0,
5468,"Fire Bomb","spells\firebomb_missle.mdx",1.0,30.0,0.00999999977648,100.0,
5469,"Skybeam, Green","Spells\NatureBeam_State_Base.mdx",1.0,0.5,0.00999999977648,100.0,
5470,"White Radiation Fog","spells\whiteradiationfog.mdx",1.0,3.0,0.00999999977648,100.0,
5471,"Banish (Blue)","spells\banish_chest_blue.mdx",1.0,1.25,0.00999999977648,100.0,
5472,"Frost Nova Area","Spells\Frost_Nova_area.mdx",1.0,5.0,0.00999999977648,100.0,
5473,"Frost_Form","spells\frost_form_precast.mdx",0.0,8.0,0.00999999977648,100.0,
5474,"Frostbolt Missile","spells\frostbolt.mdx",1.0,2.0,0.00999999977648,100.0,
5475,"Banish (Blue)","spells\banish_chest_blue.mdx",1.0,4.0,0.00999999977648,100.0,
5476,"Water Bubble Chest State","Spells\WaterBubble.mdx",0.0,2.25,0.00999999977648,100.0,
5477,"Banish (Blue)","spells\banish_chest_blue.mdx",1.0,6.0,0.00999999977648,100.0,
5478,"Hellfire FirePuff Caster Base (Blue)","spells\HellFire_Blue_FirePuff_Caster_Base.mdx",1.0,5.0,0.00999999977648,100.0,
5479,"Frost Breath","Spells\FrostBreath.mdx",1.0,0.75,0.00999999977648,100.0,
5480,"Snowball Impact Chest","spells\snowball_impact_chest.mdx",1.0,4.0,0.00999999977648,100.0,
5481,"Shell Shield State","Spells\ShellShield_State_Base.mdx",1.0,4.0,0.00999999977648,100.0,
5482,"Unquenchable Flames State Base","spells\nefarian_state_base.mdx",1.0,0.5,0.00999999977648,100.0,
5483,"GGOODMANTEST","World\Generic\Human\Passive Doodads\Lights\SFX_FlashingLight_Red.mdx",0.0,1.0,0.10000000149,10.0,
5484,"Flame Patch (Blue) -","spells\Archimonde_Blue_Fire.mdx",1.0,1.54999995232,0.00999999977648,100.0,
5485,"Magic PreCast Hand","Spells\Magic_PreCast_Hand.mdx",1.0,2.0,0.00999999977648,100.0,
5486,"Arcane Reflect State Chest","spells\ArcaneReflect_State_Chest.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
5487,"Nature Cast Hand","Spells\Nature_Cast_Hand.mdx",1.0,3.0,0.00999999977648,100.0,
5488,"CycloneFire State","Spells\CycloneFire_State.mdx",0.0,3.0,0.00999999977648,100.0,
5489,"Kologarn Arm Spawn","Spells\Kologarn_Arm_FadeIn.mdx",0.0,4.0,0.10000000149,10.0,
5490,"Kick Impact Chest","Spells\Kick_Chest_Impact.mdx",1.0,3.0,0.00999999977648,100.0,
5491,"Missile: Assassinate","spells\assassinate_missile.mdx",0.0,2.5,0.00999999977648,100.0,
5492,"Shockwave Area No Pulse","spells\Warrior_ShockWave_NoPulse.mdx",0.0,2.0,0.00999999977648,10.0,
5493,"Dragon Breath Fire (New) ","spells\DragonBreath_Fire.mdx",1.0,0.25,0.00999999977648,100.0,
5494,"Red Runes","World\Expansion01\Doodads\Generic\Draenei\Holo\DR_Draenei_HoloRunes01_BigRed.mdx",0.0,0.10000000149,0.10000000149,10.0,
5495,"Fire_SmokeTrail","spells\fire_smoketrail.mdx",1.0,15.0,0.00999999977648,100.0,
5496,"Magic PreCast Hand","Spells\Magic_PreCast_Hand.mdx",1.0,7.0,0.00999999977648,100.0,
5497,"Fire: Ground","World\Expansion02\Doodads\HowlingFjord\FireFX\BurntGround01.mdx",0.0,2.0,0.10000000149,10.0,
5498,"Fire: Ground","World\Expansion02\Doodads\HowlingFjord\FireFX\BurntGround01.mdx",0.0,8.0,0.10000000149,10.0,
5499,"Missile: Night Elf Tablet","world\goober\g_netablet.mdx",1.0,0.0750000029802,0.00999999977648,100.0,
5500,"Missile: Titan Disc","world\expansion02\doodads\generic\titan\ti_disc_01.mdx",1.0,0.00999999977648,0.00999999977648,100.0,
5501,"Missile: Frost Giant Shield 03","world\expansion02\doodads\generic\frostgiant\frostgiant_shield03.mdx",1.0,0.0599999986589,0.00999999977648,100.0,
5502,"Missile: Plate","creature\questobjects\plate_creature.mdx",1.0,0.25,0.00999999977648,100.0,
5503,"Thorim's Stormhammer","Item\ObjectComponents\Weapon\Mace_1H_UlduarRaidNotSkinable_D_01.mdx",0.0,8.0,0.0,0.0,
5504,"Seeping Gaseous Nova","spells\seepinggaseous_nova.mdx",1.0,0.5,0.00999999977648,100.0,
5505,"Ice Nuke Base","spells\IceNuke_Base_Impact.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
5506,"Icy Touch Impact","SPELLS\DeathKnight_IcyTouch.mdx",1.0,0.300000011921,0.00999999977648,100.0,
5507,"Frost Trap Aura","spells\frosttrap_aura.mdx",1.0,0.25,0.00999999977648,100.0,
5508,"Frost Nova Area","Spells\Frost_Nova_area.mdx",1.0,0.5,0.00999999977648,100.0,
5509,"Icy Touch Impact","SPELLS\DeathKnight_IcyTouch.mdx",1.0,0.25,0.00999999977648,100.0,
5510,"Frost_Form","spells\frost_form_precast.mdx",0.0,0.75,0.00999999977648,100.0,
5511,"Lightning Beam (Algalon)","spells\lightingbeam_state_base.mdx",0.0,1.0,0.00999999977648,100.0,
5512,"Pet Toy - Pet Snack - Love","spells\holidays\valentines_lookingforloveheart.mdx",1.0,1.0,1.0,1.10000002384,
5513,"Collapsing Star (Algalon)","spells\collapsingstar.mdx",1.0,1.0,0.00999999977648,100.0,
5514,"Shield: Fire Force (Green)","Spells\FireForceShield_Green.mdx",1.0,1.5,0.00999999977648,100.0,
5515,"Item - Sif's Remembrance (Icy Veins Analog)","spells\icyveins_fx.mdx",0.0,0.25,0.00999999977648,100.0,
5516,"Ghost Trap","World\Goober\G_GhostTrap.mdx",1.0,1.5,0.00999999977648,100.0,
5517,"Hunter's Mark Impact Chest","Spells\HuntersMark_Impact_Chest.mdx",1.0,2.0,0.00999999977648,100.0,
5518,"Hunter's Mark State Head","Spells\HuntersMark_Impact_Head.mdx",1.0,2.0,0.00999999977648,100.0,
5519,"Aura: Red","World\Generic\PassiveDoodads\ParticleEmitters\AuraRed.mdx",1.0,3.0,0.00999999977648,100.0,
5520,"Aura: Red (Short)","World\Generic\PassiveDoodads\ParticleEmitters\AuraRedShort.mdx",1.0,3.0,0.00999999977648,100.0,
5521,"Shell Shield State","Spells\ShellShield_State_Base.mdx",1.0,3.5,0.00999999977648,100.0,
5522,"Holy Wave","Spells\Missile_Wave_Holy.mdx",0.0,0.34999999404,0.10000000149,10.0,
5523,"Acid Cloud Breath Smoke","spells\acidcloudbreath_groundsmoke.mdx",1.0,0.75,0.00999999977648,100.0,
5524,"Void Zone","creature\portalofkathune\portalofkathune.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5525,"Dynamite Missile","Spells\DynamiteA_Missile.mdx",1.0,1.5,0.00999999977648,100.0,
5526,"Fire Nova Area","Spells\FireNova_Area.mdx",1.0,3.0,0.00999999977648,20.0,
5527,"Banish (Yellow)","spells\banish_chest_yellow.mdx",1.0,4.0,0.00999999977648,100.0,
5529,"Banish (Red)","spells\bloodbolt_chest.mdx",1.0,5.0,0.00999999977648,100.0,
5530,"Water Breath","spells\WaterLiquidBreath.mdx",1.0,1.5,0.00999999977648,100.0,
5531,"Water Nova","Spells\Water_Nova.mdx",1.0,2.0,0.00999999977648,100.0,
5532,"Ice Precast Low Hand","Spells\Ice_Precast_Low_Hand.mdx",1.0,0.5,0.00999999977648,100.0,
5533,"Meat (1.0)","World\Expansion01\Doodads\Generic\BloodElf\Food\BE_Meat01.mdx",1.0,1.0,0.00999999977648,100.0,
5534,"Dragon Breath Frost","spells\DragonBreath_Frost.mdx",1.0,0.10000000149,0.00999999977648,100.0,
5537,"Silithid Abdomen","World\Kalimdor\Silithus\PassiveDoodads\SilithidTankHusks\SilithidTankHuskAbdomen.mdx",1.0,0.330000013113,0.00999999977648,100.0,
5539,"Path of Frost","Spells\DeathKnight_PathofFrost.mdx",1.0,4.0,0.00999999977648,100.0,
5540,"Flare Ground State","spells\flare_state_base.mdx",2.40000009537,2.40000009537,0.00999999977648,100.0,
5543,"PBTable - On Plate - Stuffing, Plate Visual","Spells\Thanksgiving_Stuffing.mdx",1.0,1.0,0.00999999977648,100.0,
5544,"PBTable - On Plate - Yams, Plate Visual","Spells\Thanksgiving_Yams.mdx",1.0,1.0,0.00999999977648,100.0,
5545,"PBTable - On Plate - Pie, Plate Visual","Spells\Thanksgiving_Pie.mdx",1.0,1.0,0.00999999977648,100.0,
5546,"PBTable - On Plate - Turkey, Plate Visual","Spells\Thanksgiving_Turkey.mdx",1.0,1.0,0.00999999977648,100.0,
5547,"PBTable - On Plate - Cranberries, Plate Visual (3.2)","Spells\Thanksgiving_Cranberry.mdx",1.0,1.0,0.00999999977648,100.0,
5548,"Big Bang","spells\sunwell_beamfx_3s.mdx",0.20000000298,0.20000000298,0.00999999977648,100.0,
5553,"Blizzard Rune Base","Spells\SummonGround_Blizzard.mdx",0.0,0.40000000596,0.00999999977648,100.0,
5555,"Ice Block State Selectable","spells\icebarrier_state_selectable.mdx",1.0,1.0,0.00999999977648,100.0,
5565,"Anti-Magic Zone Green","spells\yoggsaron_green.mdx",0.0,3.0,0.00999999977648,100.0,
5570,"Small Blue Ragdoll","world\generic\human\passive doodads\dolls\ragdoll_05.mdx",1.0,0.330000013113,0.00999999977648,100.0,
5571,"Blue Ragdoll","world\generic\human\passive doodads\dolls\ragdoll_05.mdx",1.0,0.649999976158,0.00999999977648,100.0,
5573,"Light Essence","Spells\Enchantments\WhiteGlow_High.mdx",0.0,15.0,0.10000000149,100.0,
5574,"Banish (Dark) ","spells\Banish_Chest_Dark.mdx",1.0,0.75,0.00999999977648,100.0,
5575,"Banish (White)","spells\banish_chest_white.mdx",1.0,0.75,0.00999999977648,100.0,
5576,"Magic Unlock (4x)","Spells\MagicUnlock.mdx",1.0,4.0,0.00999999977648,100.0,
5577,"CallLightning Impact (Red) ","spells\flamestrike_impactdd_med_base.mdx",1.0,2.0,0.00999999977648,100.0,
5578,"CallLightning Impact","Spells\CallLightning_Impact.mdx",1.0,5.0,0.00999999977648,100.0,
5580,"Aura: Red, Tall","world\generic\passivedoodads\particleemitters\auraredtall.mdx",0.0,5.0,0.00999999977648,100.0,
5581,"Aura: Red, Tall","world\generic\passivedoodads\particleemitters\auraredtall.mdx",0.0,5.0,0.00999999977648,100.0,
5582,"Flame Shock Impact Chest (Blue)","Spells\FlameShock_Blue_Impact_Chest.mdx",1.0,5.0,0.00999999977648,100.0,
5583,"Flame Shock Impact Chest","Spells\FlameShock_Impact_Chest.mdx",1.0,4.0,0.00999999977648,100.0,
5584,"Portal: Boss Holy","spells\Creature_SpellPortalLarge_Yellow.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5585,"Portal: White","Spells\Creature_SpellPortal_White.mdx",0.0,0.5,0.10000000149,10.0,
5586,"Banish (White)","spells\banish_chest_white.mdx",1.0,0.5,0.00999999977648,100.0,
5587,"Envenom Impact","spells\envenom_impact_chest.mdx",1.0,2.0,0.00999999977648,100.0,
5588,"Shield: Arcane Force (Yellow)","Spells\ArcaneForceShield_Yellow.mdx",1.0,4.0,0.00999999977648,100.0,
5589,"Frost Trap Aura NoMist","SPELLS\FrostTrap_Aura_noMist.M2",1.0,0.5,0.00999999977648,100.0,
5590,"DeathKnight Chains of Ice","Spells\DeathKnight_Chains_of_Ice.mdx",1.0,2.0,0.00999999977648,100.0,
5591,"Bubblegum, Pink","world\generic\upperdeck\ud_bubblegum_01.mdx",0.0,1.0,0.10000000149,10.0,
5592,"Flowers (Upper Deck)","world\generic\upperdeck\ud_flowers_01.mdx",0.0,1.0,0.10000000149,10.0,
5593,"Nature Form","spells\nature_form_precast.mdx",0.0,0.660000026226,0.10000000149,10.0,
5594,"Bubblegum, Pink (3.1.2)","world\generic\upperdeck\ud_bubblegum_01.mdx",0.0,1.0,0.10000000149,10.0,
5595,"Flowers, Upper Deck (3.1.2)","world\generic\upperdeck\ud_flowers_01.mdx",0.0,1.0,0.10000000149,10.0,
5596,"Nature Form (3.1.2)","spells\nature_form_precast.mdx",0.0,0.699999988079,0.10000000149,10.0,
5597,"Spell Object: Plague Bomb (New - Green)","item\objectcomponents\weapon\thrown_1h_bomb_c_01.mdx",1.0,1.0,0.00999999977648,100.0,
5599,"CallLightning Impact (Red)","spells\flamestrike_impactdd_med_base.mdx",1.0,1.0,0.00999999977648,100.0,
5601,"Spike Impact Base","Spells\Spike_Impact_Base.mdx",1.0,1.5,0.00999999977648,100.0,
5602,"Spike Impact Base","Spells\Spike_Impact_Base.mdx",1.0,2.5,0.00999999977648,100.0,
5603,"Holy Reflect State Chest ","spells\HolyReflect_State_Chest.mdx",0.0,1.0,0.10000000149,10.0,
5604,"Earth Burrow Cast","spells\burrowearth_brown_missile.mdx",1.0,1.5,0.00999999977648,100.0,
5605,"Banish (Dark)","spells\Banish_Chest_Dark.mdx",1.0,0.5,0.00999999977648,100.0,
5606,"Beacon of Light Impact Base","spells\beacon_of_light_impact.mdx",0.0,0.5,0.00999999977648,100.0,
5608,"Shadow Dance State","Spells\ShadowDance_State.mdx",0.0,2.0,0.10000000149,10.0,
5609,"Warlock Backdraft","Spells\Warlock_Backdraft.mdx",0.0,1.0,0.10000000149,10.0,
5610,"ShadowWordFumble Head","Spells\ShadowWordFumble_Head.mdx",1.0,3.0,0.00999999977648,100.0,
5611,"Voidwalker Sacrifice Shield State Base","spells\holydivineshielddark_state_base.mdx",0.0,1.0,0.00999999977648,100.0,
5613,"Black Glow","Spells\Enchantments\BlackGlow_High.mdx",0.0,15.0,0.10000000149,100.0,
5614,"Call Lightning Impact (Black)","Spells\FlameStrike_Black_ImpactDD_Med_Base.mdx",0.0,1.0,0.10000000149,10.0,
5615,"Portal: White","Spells\Creature_SpellPortal_White.mdx",0.0,1.0,0.10000000149,10.0,
5616,"Shades of Darkness Cast","spells\shadesofdarkness_cast.mdx",3.0,1.0,0.00999999977648,100.0,
5617,"Shot: Black Arrow","Spells\BlackShot_Missile.mdx",1.0,2.0,0.00999999977648,100.0,
5618,"Shot: Black Arrow","Spells\BlackShot_Missile.mdx",1.0,3.0,0.00999999977648,100.0,
5619,"Shot: Black Arrow","Spells\BlackShot_Missile.mdx",1.0,25.0,0.00999999977648,100.0,
5620,"Shadow Breath","Spells\DragonBreath_Shadow.mdx",1.0,0.25,0.00999999977648,100.0,
5621,"Shadow Strikes State","spells\shadow_strikes_state_hand.mdx",1.0,3.0,0.00999999977648,100.0,
5622,"ShadowStrike Impact Chest","Spells\ShadowStrike_Impact_Chest.mdx",1.0,2.0,0.00999999977648,100.0,
5623,"Holy Precast Uber Base","Spells\Holy_Precast_Uber_Base.mdx",1.0,0.75,0.00999999977648,100.0,
5624,"LightningBolt Impact Chest","Spells\LightningBolt_Impact_Chest.mdx",1.0,0.34999999404,0.00999999977648,100.0,
5625,"LightningBolt Impact Chest","Spells\LightningBolt_Impact_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
5629,"Envenom Impact","spells\envenom_impact_chest.mdx",1.0,3.0,0.00999999977648,100.0,
5631,"Ice Spike","Spells\IceSpike_Impact_Base.mdx",0.0,4.0,0.00999999977648,100.0,
5632,"Dragon Breath Fire (New)","spells\DragonBreath_Fire.mdx",1.0,1.5,0.00999999977648,100.0,
5634,"ShadowSnare Base","Spells\Shadow_Snare_High_base.mdx",1.0,2.0,0.00999999977648,100.0,
5637,"Fel Blaze","Spells\Fel_Archimonde_Fire.mdx",0.0,0.800000011921,0.10000000149,10.0,
5638,"Fire Cast Hand","Spells\Fire_Cast_Hand.mdx",0.0,15.0,0.00999999977648,100.0,
5640,"Fel Fire Nova Area","spells\fel_firenova_area.mdx",1.0,0.5,0.00999999977648,100.0,
5641,"Fel Hellfire Puff","Spells\Fel_HellFire_FirePuff_Caster_Base.mdx",1.0,0.5,0.00999999977648,100.0,
5642,"Fel Immolate State Base","Spells\Fel_Immolate_State_Base.mdx",0.0,1.0,0.10000000149,10.0,
5644,"Cranberry Hit (bounce) ","spells\thanksgiving_cranberry_missile_hitbounce.mdx",1.0,3.0,0.00999999977648,100.0,
5645,"Pie Hit (bounce)","spells\thanksgiving_pie_missile_hitbounce.mdx",1.0,3.0,0.00999999977648,100.0,
5646,"Stuffing Hit (bounce)","spells\thanksgiving_stuffing_missile_hitbounce.mdx",1.0,3.0,0.00999999977648,100.0,
5647,"Turkey Hit (bounce)","spells\thanksgiving_turkey_missile_hitbounce.mdx",1.0,2.0,0.00999999977648,100.0,
5648,"Yams Hit (bounce)","spells\thanksgiving_yams_missile_hitbounce.mdx",1.0,3.0,0.00999999977648,100.0,
5649,"Demonic Empowerment Impact","spells\warlock_demonic_empathy.mdx",1.0,1.0,0.00999999977648,100.0,
5650,"Banish (Purple)","spells\banish_chest_purple.mdx",1.0,0.75,0.00999999977648,100.0,
5651,"Warlock Demonic Empowerment ","Spells\Warlock_Demonic_Empowerment.mdx",0.0,1.0,0.10000000149,10.0,
5652,"Shadow Breath","Spells\DragonBreath_Shadow.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
5653,"Shadow Shield State Base","Spells\ShadowShield_State_Base.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5654,"Fel Low Poly Fire","spells\Fel_LowPolyFireAnim.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5655,"LowPolyFire","world\generic\pvp\fires\lowpolyfire.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5656,"Hellfire FirePuff Caster Base","spells\HellFire_FirePuff_Caster_Base.mdx",1.0,5.0,0.00999999977648,100.0,
5657,"Hellfire FirePuff Caster Base","spells\HellFire_FirePuff_Caster_Base.mdx",1.0,2.0,0.00999999977648,100.0,
5658,"Hellfire FirePuff Caster Base","spells\HellFire_FirePuff_Caster_Base.mdx",1.0,3.0,0.00999999977648,100.0,
5659,"Hellfire FirePuff Caster Base","spells\HellFire_FirePuff_Caster_Base.mdx",1.0,4.0,0.00999999977648,100.0,
5660,"Volcano Top","World\Expansion01\Doodads\Shadowmoon\Volcano\ShadowmoonVolcanoTop.mdx",0.0,0.10000000149,0.10000000149,10.0,
5661,"Missile: Infernal Ball","spells\Infernal_Ball.mdx",1.0,0.5,0.00999999977648,100.0,
5662,"Force Shield Arcane (Blue)","spells\arcaneforceshield_blue.mdx",1.0,1.0,0.00999999977648,100.0,
5663,"Bomb","spells\missile_bomb.mdx",1.0,2.5,0.00999999977648,100.0,
5664,"Shadow Dance State","Spells\ShadowDance_State.mdx",0.0,3.0,0.10000000149,10.0,
5665,"Missile: Glaive, Purple (Siege)","Spells\GlaiveThrowerVehicle_Glaive_Spell_Purple.mdx",0.0,1.5,0.10000000149,10.0,
5666,"Frost Trap Aura No Mist, Reflective","spells\frosttrap_aura_nomist_refelctive.mdx",1.0,1.0,0.00999999977648,100.0,
5667,"Nature Form","spells\nature_form_precast.mdx",0.0,10.0,0.00999999977648,100.0,
5668,"Eclipse Impact Base","spells\druid_eclipse.mdx",0.0,5.0,0.00999999977648,100.0,
5669,"Bottle (Frothy Smoke)","World\Generic\Human\Passive Doodads\Bottles\BottleSmoke.mdx",1.0,1.5,0.00999999977648,100.0,
5670,"Earth Burrow Cast V2","spells\burrowearth_brown_missile_v2.mdx",1.0,4.0,0.00999999977648,100.0,
5671,"Seduction State","Spells\Seduction_State_Head.mdx",1.0,0.5,0.00999999977648,100.0,
5672,"Seduction State","Spells\Seduction_State_Head.mdx",1.0,2.0,0.00999999977648,100.0,
5675,"Light Bomb State","Spells\Impact_Light.mdx",1.0,2.0,0.00999999977648,100.0,
5676,"Missile: Light Bomb","Spells\Missile_Light.mdx",1.0,2.0,0.00999999977648,100.0,
5677,"Missile: Dark Bomb","spells\Missile_Dark.mdx",1.0,2.0,0.00999999977648,100.0,
5678,"Dark Bomb State","Spells\Impact_Dark.mdx",1.0,2.0,0.00999999977648,100.0,
5679,"Dark Missile","Spells\Missile_Dark.mdx",1.0,1.0,0.00999999977648,100.0,
5680,"Impact Dark","Spells\Impact_Dark.mdx",0.0,1.0,0.10000000149,10.0,
5681,"Light Missile","Spells\Missile_Light.mdx",1.0,1.0,0.00999999977648,100.0,
5682,"Impact Light","Spells\Impact_Light.mdx",0.0,1.0,0.10000000149,10.0,
5683,"Frost Trap Aura No Mist, Reflective","spells\frosttrap_aura_nomist_refelctive.mdx",1.0,1.35000002384,0.00999999977648,100.0,
5684,"Fel Lightning Cast Hand","Spells\Lightning_Fel_Cast_Hand.mdx",1.0,2.0,0.00999999977648,100.0,
5685,"Explosive Shot Missile","spells\explosive_shot_missile.mdx",1.0,2.0,0.00999999977648,100.0,
5686,"Explosion: Dust","spells\Xplosion_Dust_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
5689,"Holy Nova Impact Base","spells\holynova_impact_base.mdx",1.0,2.0,0.00999999977648,100.0,
5690,"Dragon Breath Fire","spells\DragonBreath_Fire.mdx",1.0,0.300000011921,0.00999999977648,100.0,
5691,"Fire Precast Hand","Spells\Fire_Precast_Hand.mdx",0.0,0.5,0.00999999977648,100.0,
5692,"Bomb","spells\missile_bomb.mdx",1.0,4.0,0.00999999977648,100.0,
5693,"Frost Breath","Spells\FrostBreath.mdx",1.0,2.5,0.00999999977648,100.0,
5694,"Lava Elemental Impact Base","spells\LavaElemental_Impact_Base.mdx",0.0,1.5,0.10000000149,10.0,
5695,"Lava Particle Splash","World\Generic\PassiveDoodads\ParticleEmitters\LavaParticleSplash.mdx",0.0,1.0,0.10000000149,10.0,
5696,"Lava Elemental Impact Base","spells\LavaElemental_Impact_Base.mdx",0.0,0.25,0.10000000149,10.0,
5697,"Ritual Of Fire Precast","spells\Ritual_Fire_PreCast_Base.mdx",1.0,0.10000000149,0.00999999977648,100.0,
5698,"Lava Burst Impact","spells\shaman_lavaburst.mdx",0.0,0.25,0.00999999977648,100.0,
5699,"Lava Burst Missile","spells\shaman_lavaburst_missile.mdx",1.0,0.20000000298,0.00999999977648,100.0,
5700,"Lava Burst Missile","spells\shaman_lavaburst_missile.mdx",1.0,0.300000011921,0.00999999977648,100.0,
5701,"Ice Spike Impact Base V2","Spells\IceSpike_Impact_Base_V2.mdx",0.0,4.0,0.00999999977648,100.0,
5703,"Anti-Magic Zone Green","Spells\DeathKnight_AntiMagicZone_Green.mdx",0.0,1.0,0.00999999977648,100.0,
5704,"Bomb (Static)","spells\missile_bomb_static.mdx",1.0,2.5,0.00999999977648,100.0,
5705,"Bomb (Static)","spells\missile_bomb_static.mdx",1.0,4.0,0.00999999977648,100.0,
5706,"Acid Breath (Red) (Liquid)","spells\acidliquidbreathred.mdx",1.0,0.75,0.00999999977648,100.0,
5707,"Acid Breath (Red) (Liquid)","spells\acidliquidbreathred.mdx",1.0,0.10000000149,0.00999999977648,100.0,
5708,"Tournament_Pennant_Troll00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_troll_low.mdx",0.0,1.0,0.10000000149,10.0,
5709,"Tournament_Pennant_Tauren00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_tauren_low.mdx",0.0,1.0,0.10000000149,10.0,
5710,"Tournament_Pennant_Orc00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_orc_low.mdx",0.0,1.0,0.10000000149,10.0,
5711,"Tournament_Pennant_NELF00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_nelf_low.mdx",0.0,1.0,0.10000000149,10.0,
5712,"Tournament_Pennant_Human00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_human_low.mdx",0.0,1.0,0.10000000149,10.0,
5713,"Tournament_Pennant_Gnome00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_gnome_low.mdx",0.0,1.0,0.10000000149,10.0,
5714,"Tournament_Pennant_FK00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_fk_low.mdx",0.0,1.0,0.10000000149,10.0,
5715,"Tournament_Pennant_EB00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_ebonblade_low.mdx",0.0,1.0,0.10000000149,10.0,
5716,"Tournament_Pennant_Dwarf00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_dwarf_low.mdx",0.0,1.0,0.10000000149,10.0,
5717,"Tournament_Pennant_Draenei00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_draenei_low.mdx",0.0,1.0,0.10000000149,10.0,
5718,"Tournament_Pennant_BE00","world\expansion02\doodads\generic\argentcrusade\pennants\tournament_pennant_be_low.mdx",0.0,1.0,0.10000000149,10.0,
5719,"Tournament_Pennant_AC00","world\expansion02\doodads\generic\argentcrusade\pennants\Tournament_Pennant_ArgentCru_Low.mdx",0.0,1.0,0.10000000149,10.0,
5720,"Missile: Holy Hammer","spells\holy_hammer_missile.mdx",1.0,2.0,0.00999999977648,100.0,
5721,"Blizzard Spawn","Spells\Blizzard_Spawn.mdx",1.0,1.0,0.10000000149,10.0,
5722,"Holy ImpactDD Uber Chest","Spells\Holy_ImpactDD_Uber_Chest.mdx",1.0,2.0,0.00999999977648,100.0,
5723,"Holy ImpactDD Uber Base","Spells\Holy_ImpactDD_Uber_Base.mdx",1.0,2.0,0.00999999977648,100.0,
5724,"Silithid Egg State (Copy)","World\Kalimdor\Silithus\PassiveDoodads\Eggs\SilithidEgg.mdx",1.0,0.25,0.00999999977648,100.0,
5727,"Earth Burrow Cast V2","spells\burrowearth_brown_missile_v2.mdx",1.0,2.0,0.00999999977648,100.0,
5728,"Incinerate Missile","spells\incinerate_low_base.mdx",1.0,0.5,0.00999999977648,100.0,
5729,"Missile: Glaive, Red (Siege)","Spells\GlaiveThrowerVehicle_Glaive_Spell_Red.mdx",0.0,1.5,0.10000000149,10.0,
