long,str,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
946,"of the Gorilla",354,352,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
947,"of the Gorilla",350,357,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
948,"of the Gorilla",354,357,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
949,"of the Gorilla",359,357,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
950,"of the Gorilla",354,362,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
951,"of the Gorilla",359,362,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
952,"of the Gorilla",364,362,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
953,"of the Gorilla",359,367,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
954,"of the Gorilla",364,367,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
955,"of the Gorilla",369,367,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
956,"of the Gorilla",364,372,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
957,"of the Gorilla",369,372,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
958,"of the Gorilla",405,372,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
959,"of the Gorilla",369,410,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
960,"of the Gorilla",405,410,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
961,"of the Gorilla",406,410,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
962,"of the Gorilla",405,412,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
963,"of the Gorilla",406,412,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
964,"of the Gorilla",1118,412,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
965,"of the Gorilla",406,684,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
966,"of the Gorilla",1118,684,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
967,"of the Gorilla",1119,684,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
968,"of the Gorilla",1118,1043,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
969,"of the Gorilla",1119,1043,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
970,"of the Gorilla",1120,1043,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
971,"of the Gorilla",1119,1044,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
972,"of the Gorilla",1120,1044,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
973,"of the Gorilla",1121,1044,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
974,"of the Gorilla",1120,1045,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
975,"of the Gorilla",1121,1045,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
976,"of the Gorilla",1122,1045,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
977,"of the Gorilla",1121,1046,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
978,"of the Gorilla",1122,1046,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
979,"of the Gorilla",1123,1046,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
980,"of the Gorilla",1122,1047,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
981,"of the Gorilla",1123,1047,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
982,"of the Gorilla",1124,1047,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
983,"of the Gorilla",1123,1048,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
984,"of the Gorilla",1124,1048,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
985,"of the Gorilla",1125,1048,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
986,"of the Gorilla",1124,1049,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
987,"of the Gorilla",1125,1049,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
988,"of the Gorilla",1126,1049,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
989,"of the Gorilla",1125,1050,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
990,"of the Gorilla",1126,1050,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
991,"of the Gorilla",1127,1050,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
992,"of the Gorilla",1126,1051,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
993,"of the Gorilla",1127,1051,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
994,"of the Gorilla",1128,1051,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
995,"of the Gorilla",1127,1052,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
996,"of the Gorilla",1128,1052,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
997,"of the Gorilla",1129,1052,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
998,"of the Gorilla",1128,1053,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
999,"of the Gorilla",1129,1053,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1000,"of the Gorilla",1130,1053,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1001,"of the Gorilla",1129,1054,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1002,"of the Gorilla",1130,1054,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1003,"of the Gorilla",1131,1054,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1004,"of the Gorilla",1130,1055,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1005,"of the Gorilla",1131,1055,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1006,"of the Gorilla",1132,1055,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1007,"of the Gorilla",1131,1056,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1008,"of the Gorilla",1132,1056,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
1009,"of the Whale",82,71,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1010,"of the Whale",83,71,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1011,"of the Whale",82,72,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1012,"of the Whale",83,72,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1013,"of the Whale",84,72,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1014,"of the Whale",83,73,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1015,"of the Whale",84,73,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1016,"of the Whale",98,73,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1017,"of the Whale",84,102,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1018,"of the Whale",98,102,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1019,"of the Whale",99,102,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1020,"of the Whale",98,103,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1021,"of the Whale",99,103,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1022,"of the Whale",100,103,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1023,"of the Whale",99,104,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1024,"of the Whale",100,104,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1025,"of the Whale",101,104,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1026,"of the Whale",100,105,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1027,"of the Whale",101,105,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1028,"of the Whale",351,105,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1029,"of the Whale",101,353,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1030,"of the Whale",351,353,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1031,"of the Whale",355,353,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1032,"of the Whale",351,356,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1033,"of the Whale",355,356,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1034,"of the Whale",360,356,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1035,"of the Whale",355,361,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1036,"of the Whale",360,361,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1037,"of the Whale",365,361,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1038,"of the Whale",360,366,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1039,"of the Whale",365,366,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1040,"of the Whale",370,366,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1041,"of the Whale",365,371,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1042,"of the Whale",370,371,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1043,"of the Whale",407,371,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1044,"of the Whale",370,409,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1045,"of the Whale",407,409,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1046,"of the Whale",408,409,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1047,"of the Whale",407,411,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1048,"of the Whale",408,411,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1049,"of the Whale",1144,411,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1050,"of the Whale",408,1068,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1051,"of the Whale",1144,1068,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1052,"of the Whale",1145,1068,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1053,"of the Whale",1144,1069,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1054,"of the Whale",1145,1069,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1055,"of the Whale",1146,1069,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1056,"of the Whale",1145,1070,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1057,"of the Whale",1146,1070,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1058,"of the Whale",1147,1070,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1059,"of the Whale",1146,1071,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1060,"of the Whale",1147,1071,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1061,"of the Whale",1148,1071,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1062,"of the Whale",1147,1072,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1063,"of the Whale",1148,1072,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1064,"of the Whale",1149,1072,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1065,"of the Whale",1148,1073,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1066,"of the Whale",1149,1073,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1067,"of the Whale",1150,1073,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1068,"of the Whale",1149,1074,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1069,"of the Whale",1150,1074,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1070,"of the Whale",1151,1074,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1071,"of the Whale",1150,1075,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1072,"of the Whale",1151,1075,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1073,"of the Whale",1152,1075,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1074,"of the Whale",1151,1076,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1075,"of the Whale",1152,1076,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1076,"of the Whale",1153,1076,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1077,"of the Whale",1152,1077,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1078,"of the Whale",1153,1077,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1079,"of the Whale",1154,1077,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1080,"of the Whale",1153,1078,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1081,"of the Whale",1154,1078,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1082,"of the Whale",1155,1078,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1083,"of the Whale",1154,1079,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1084,"of the Whale",1155,1079,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1085,"of the Whale",1156,1079,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1086,"of the Whale",1155,1080,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1087,"of the Whale",1156,1080,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1088,"of the Whale",1157,1080,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1089,"of the Whale",1156,1081,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1090,"of the Whale",1157,1081,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1091,"of the Whale",1158,1081,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1092,"of the Whale",1157,1082,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1093,"of the Whale",1158,1082,0,,,"of the Whale",,,,,,,,,,,,,,,,0xFF01FE,
1094,"of the Boar",82,68,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1095,"of the Boar",83,68,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1096,"of the Boar",82,69,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1097,"of the Boar",83,69,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1098,"of the Boar",84,69,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1099,"of the Boar",83,70,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1100,"of the Boar",84,70,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1101,"of the Boar",98,70,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1102,"of the Boar",84,106,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1103,"of the Boar",98,106,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1104,"of the Boar",99,106,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1105,"of the Boar",98,107,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1106,"of the Boar",99,107,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1107,"of the Boar",100,107,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1108,"of the Boar",99,108,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1109,"of the Boar",100,108,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1110,"of the Boar",101,108,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1111,"of the Boar",100,109,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1112,"of the Boar",101,109,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1113,"of the Boar",351,109,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1114,"of the Boar",101,352,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1115,"of the Boar",351,352,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1116,"of the Boar",355,352,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1117,"of the Boar",351,357,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1118,"of the Boar",355,357,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1119,"of the Boar",360,357,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1120,"of the Boar",355,362,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1121,"of the Boar",360,362,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1122,"of the Boar",365,362,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1123,"of the Boar",360,367,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1124,"of the Boar",365,367,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1125,"of the Boar",370,367,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1126,"of the Boar",365,372,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1127,"of the Boar",370,372,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1128,"of the Boar",407,372,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1129,"of the Boar",370,410,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1130,"of the Boar",407,410,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1131,"of the Boar",408,410,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1132,"of the Boar",407,412,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1133,"of the Boar",408,412,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1134,"of the Boar",1144,412,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1135,"of the Boar",408,684,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1136,"of the Boar",1144,684,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1137,"of the Boar",1145,684,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1138,"of the Boar",1144,1043,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1139,"of the Boar",1145,1043,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1140,"of the Boar",1146,1043,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1141,"of the Boar",1145,1044,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1142,"of the Boar",1146,1044,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1143,"of the Boar",1147,1044,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1144,"of the Boar",1146,1045,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1145,"of the Boar",1147,1045,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1146,"of the Boar",1148,1045,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1147,"of the Boar",1147,1046,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1148,"of the Boar",1148,1046,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1149,"of the Boar",1149,1046,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1150,"of the Boar",1148,1047,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1151,"of the Boar",1149,1047,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1152,"of the Boar",1150,1047,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1153,"of the Boar",1149,1048,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1154,"of the Boar",1150,1048,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1155,"of the Boar",1151,1048,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1156,"of the Boar",1150,1049,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1157,"of the Boar",1151,1049,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1158,"of the Boar",1152,1049,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1159,"of the Boar",1151,1050,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1160,"of the Boar",1152,1050,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1161,"of the Boar",1153,1050,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1162,"of the Boar",1152,1051,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1163,"of the Boar",1153,1051,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1164,"of the Boar",1154,1051,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1165,"of the Boar",1153,1052,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1166,"of the Boar",1154,1052,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1167,"of the Boar",1155,1052,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1168,"of the Boar",1154,1053,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1169,"of the Boar",1155,1053,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1170,"of the Boar",1156,1053,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1171,"of the Boar",1155,1054,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1172,"of the Boar",1156,1054,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1173,"of the Boar",1157,1054,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1174,"of the Boar",1156,1055,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1175,"of the Boar",1157,1055,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1176,"of the Boar",1158,1055,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1177,"of the Boar",1157,1056,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1178,"of the Boar",1158,1056,0,,,"of the Boar",,,,,,,,,,,,,,,,0xFF01FE,
1179,"of the Bear",71,68,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1180,"of the Bear",72,68,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1181,"of the Bear",71,69,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1182,"of the Bear",72,69,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1183,"of the Bear",73,69,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1184,"of the Bear",72,70,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1185,"of the Bear",73,70,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1186,"of the Bear",102,70,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1187,"of the Bear",73,106,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1188,"of the Bear",102,106,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1189,"of the Bear",103,106,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1190,"of the Bear",102,107,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1191,"of the Bear",103,107,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1192,"of the Bear",104,107,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1193,"of the Bear",103,108,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1194,"of the Bear",104,108,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1195,"of the Bear",105,108,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1196,"of the Bear",104,109,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1197,"of the Bear",105,109,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1198,"of the Bear",353,109,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1199,"of the Bear",105,352,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1200,"of the Bear",353,352,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1201,"of the Bear",356,352,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1202,"of the Bear",353,357,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1203,"of the Bear",356,357,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1204,"of the Bear",361,357,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1205,"of the Bear",356,362,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1206,"of the Bear",361,362,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1207,"of the Bear",366,362,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1208,"of the Bear",361,367,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1209,"of the Bear",366,367,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1210,"of the Bear",371,367,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1211,"of the Bear",366,372,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1212,"of the Bear",371,372,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1213,"of the Bear",409,372,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1214,"of the Bear",371,410,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1215,"of the Bear",409,410,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1216,"of the Bear",411,410,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1217,"of the Bear",409,412,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1218,"of the Bear",411,412,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1219,"of the Bear",1068,412,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1220,"of the Bear",411,684,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
