id;value;displayid;
43728;Valorous Bonescythe Gauntlets;54423;
43729;Valorous Bonescythe Helmet;54396;
43730;Valorous Bonescythe Legplates;54281;
43731;Valorous Bonescythe Pauldrons;54289;
43732;Heroes' Circlet of Faith;54387;
43733;Crown of Faith;54387;
43734;Heroes' Cryptstalker Handguards;54408;
43735;Heroes' Cryptstalker Headpiece;54375;
43736;Heroes' Cryptstalker Legguards;54275;
43737;Heroes' Cryptstalker Spaulders;54296;
43738;Heroes' Cryptstalker Tunic;54254;
43739;Dreadnaught Battleplate;54253;
43740;Heroes' Dreadnaught Breastplate;48928;
43741;Dreadnaught Gauntlets;54432;
43742;Heroes' Dreadnaught Greathelm;54403;
43743;Heroes' Dreadnaught Gauntlets;54405;
43744;Dreadnaught Helmet;54403;
43745;Heroes' Dreadnaught Legguards;54272;
43746;Dreadnaught Legplates;54271;
43747;Heroes' Dreadnaught Pauldrons;54310;
43748;Dreadnaught Shoulderplates;54309;
43749;Heroes' Dreamwalker Headpiece;57538;
43750;Heroes' Dreamwalker Handguards;54407;
43751;Heroes' Dreamwalker Handguards;54406;
43752;Heroes' Dreamwalker Handguards;54407;
43753;Heroes' Dreamwalker Headpiece;57539;
43754;Heroes' Dreamwalker Headpiece;57538;
43755;Heroes' Dreamwalker Leggings;54274;
43756;Heroes' Dreamwalker Leggings;54273;
43757;Heroes' Dreamwalker Spaulders;54290;
43758;Heroes' Dreamwalker Spaulders;54290;
43759;Heroes' Dreamwalker Spaulders;54290;
43760;Heroes' Dreamwalker Leggings;54274;
43761;Heroes' Dreamwalker Robe;54230;
43762;Earthshatter Chestguard;54260;
43763;Heroes' Earthshatter Helm;54398;
43764;Heroes' Earthshatter Gloves;45014;
43765;Heroes' Earthshatter Gloves;54424;
43766;Heroes' Earthshatter Gloves;45014;
43767;Earthshatter Hauberk;54259;
43768;Heroes' Earthshatter Headpiece;54397;
43769;Heroes' Earthshatter Helm;54397;
43770;Heroes' Earthshatter Kilt;45228;
43771;Heroes' Earthshatter Legguards;45228;
43772;Heroes' Earthshatter Spaulders;54306;
43773;Heroes' Earthshatter Shoulderpads;54304;
43774;Heroes' Earthshatter Shoulderguards;54304;
43775;Heroes' Earthshatter Chestguard;54259;
43776;Earthshatter War-Kilt;54282;
43777;Frostfire Circlet;57530;
43778;Heroes' Frostfire Gloves;54418;
43779;Heroes' Frostfire Leggings;54276;
43780;Heroes' Frostfire Robe;54268;
43781;Heroes' Frostfire Shoulderpads;54297;
43782;Gloves of Faith;54422;
43783;Heroes' Handwraps of Faith;54422;
43784;Leggings of Faith;54280;
43785;Heroes' Mantle of Faith;54302;
43786;Heroes' Pants of Faith;54280;
43787;Heroes' Plagueheart Circlet;54399;
43788;Heroes' Plagueheart Gloves;54431;
43789;Heroes' Plagueheart Leggings;54283;
43790;Heroes' Plagueheart Robe;54270;
43791;Heroes' Plagueheart Shoulderpads;54308;
43792;Heroes' Raiments of Faith;54269;
43793;Heroes' Redemption Breastplate;54255;
43794;Heroes' Redemption Chestpiece;54255;
43795;Heroes' Redemption Faceguard;57546;
43796;Heroes' Redemption Gauntlets;54420;
43797;Redemption Gloves;54419;
43798;Redemption Greaves;54277;
43799;Heroes' Redemption Handguards;54419;
43800;Redemption Headpiece;57546;
43801;Heroes' Redemption Helm;57546;
43802;Heroes' Redemption Legguards;54279;
43803;Heroes' Redemption Legplates;54278;
43804;Heroes' Redemption Shoulderguards;54301;
43805;Heroes' Redemption Shoulderplates;54300;
43806;Redemption Spaulders;54299;
43807;Redemption Tunic;54255;
43808;Robe of Faith;54269;
43809;Heroes' Scourgeborne Battleplate;54253;
43810;Shoulderpads of Faith;54302;
43811;Heroes' Scourgeborne Chestguard;48928;
43812;Heroes' Scourgeborne Faceguard;54371;
43813;Heroes' Scourgeborne Gauntlets;51834;
43814;Heroes' Scourgeborne Handguards;54405;
43815;Heroes' Scourgeborne Helmet;54370;
43816;Heroes' Scourgeborne Legguards;54272;
43817;Heroes' Scourgeborne Legplates;54271;
43818;Heroes' Scourgeborne Pauldrons;54288;
43819;Heroes' Scourgeborne Shoulderplates;54287;
43820;Heroes' Dreamwalker Robe;54261;
43822;Heroes' Dreamwalker Robe;54261;
44391;Cast Steel Choker;32008;
44392;Necklace of Permeation;43701;
44416;Savage Gladiator's Focus Staff;56238;
44418;Hateful Gladiator's Focus Staff;56252;
44432;Glyph of Raise Dead;56592;
44451;Runed Cobalt Rod;56467;
44555;Swift Mooncloth Carpet;39461;
44556;Swift Spellfire Carpet;39460;
44557;Swift Ebonweave Carpet;42161;
44600;Tome of Polymorph: Serpent;1103;
44656;Cultist Acolyte Robes;56914;
44728;Endless Rejuvenation Potion;57028;
44754;Severed Boar Tusk;57469;
44869;Frenzyheart Insignia of Fury;55773;
44870;Oracle Talisman of Ablution;34188;
44871;Greater Inscription of the Axe;55782;
44872;Greater Inscription of the Crag;55784;
44873;Greater Inscription of the Pinnacle;55786;
44874;Greater Inscription of the Storm;40399;
44875;Arcanum of the Savage Gladiator;40395;
44876;Arcanum of Blissful Mending;40395;
44877;Arcanum of Burning Mysteries;55863;
44878;Arcanum of the Stalwart Protector;55995;
44879;Arcanum of Torment;55997;
44880;Arcanum of the Flame's Soul;55823;
44881;Arcanum of the Eclipsed Moon;55947;
44882;Arcanum of the Fleeing Shadow;55994;
44883;Arcanum of Toxic Warding;55996;
44884;Arcanum of the Frosty Soul;55961;
44945;Formula: Enchant Weapon - Titanguard;56750;
45006;Jillian's Tonic of Endless Rage;54994;
45007;Jillian's Tonic of Pure Mojo;57030;
45008;Jillian's Tonic of Stoneblood;57028;
45009;Jillian's Tonic of the Frost Wyrm;54995;
45034;[PH] Bridle of the Kodo;7061;
45035;[PH] Bridle of the Hawkstrider;7061;
45049;Jousting Lance [PH];58498;
45276;Jillian's Genius Juice;45156;
45277;Jillian's Savior Sauce;45437;
45279;Jillian's Gourmet Fish Feast;53864;
45280;Shirt of Uber;61552;
45350;Valorous Nightsong Cover;58242;
45728;Thalassian Lance [PH];40609;
45729;Raider's Lance [PH];58506;
45730;Forsaken Lance [PH];58505;
45748;Darkspear Lance [PH];58507;
45749;Brave's Lance [PH];50138;
45750;Elekk Lance [PH];58509;
45751;Spring-Loaded Mechano-Lance [PH];58510;
45752;Mountaineer's Lance [PH];58512;
45754;Darnassian Lance [PH];58514;
45759;Cavalry Lance [PH];58806;
45908;Glyph of Envenom;58836;
45924;Certificate of Appreciation;16065;
18964;Turtle Egg (Loggerhead);18048;
46101;Blue Skeletal Warhorse;17786;
46104;Shirt of the Yogg-Slayer;59430;
46213;Valorous Aegis Tunic;58264;
46214;Conqueror's Aegis Battleplate;58264;
46215;Conqueror's Aegis Helm;58269;
46216;Valorous Aegis Gloves;58270;
46217;Conqueror's Aegis Gauntlets;58265;
46218;Conqueror's Aegis Legplates;58274;
46219;Conqueror's Aegis Gauntlets;58275;
46220;Conqueror's Aegis Helm;58269;
46221;Valorous Aegis Headpiece;58269;
46222;Conqueror's Aegis Legplates;58277;
46224;Valorous Aegis Greaves;59454;
46225;Conqueror's Aegis Shoulderplates;58278;
46226;Valorous Aegis Spaulders;58272;
46227;Conqueror's Aegis Shoulderplates;58268;
46228;Conqueror's Aegis Battleplate;59051;
46230;Conqueror's Circlet of Sanctification;58280;
46231;Valorous Cowl of Sanctification;58284;
46232;Conqueror's Darkruned Battleplate;58229;
46233;Conqueror's Darkruned Chestguard;58229;
46234;Conqueror's Darkruned Faceguard;58231;
46235;Conqueror's Darkruned Gauntlets;58247;
46236;Conqueror's Darkruned Handguards;58230;
46237;Conqueror's Darkruned Helmet;58231;
46238;Conqueror's Darkruned Legguards;58330;
46239;Conqueror's Darkruned Legplates;58329;
46240;Conqueror's Darkruned Pauldrons;58233;
46241;Conqueror's Darkruned Shoulderplates;58249;
46242;Conqueror's Deathbringer Gloves;58302;
46243;Conqueror's Deathbringer Hood;59396;
46244;Conqueror's Deathbringer Leggings;58327;
46245;Conqueror's Deathbringer Robe;58328;
46246;Conqueror's Deathbringer Shoulderpads;58307;
46247;Valorous Gloves of Sanctification;58331;
46248;Conqueror's Gloves of Sanctification;58331;
46249;Valorous Kirin Tor Gauntlets;58258;
46250;Valorous Kirin Tor Hood;58259;
46251;Valorous Kirin Tor Leggings;59431;
46252;Valorous Kirin Tor Shoulderpads;58262;
46253;Valorous Kirin Tor Tunic;58261;
46254;Valorous Leggings of Sanctification;58332;
46255;Conqueror's Shoulderpads of Sanctification;58283;
46256;Conqueror's Leggings of Sanctification;58332;
46257;Conqueror's Robe of Sanctification;58333;
46258;Valorous Robe of Sanctification;58333;
46259;Valorous Shoulderpads of Sanctification;58283;
46260;Valorous Nightsong Handgrips;58250;
46261;Valorous Nightsong Handguards;58239;
46262;Valorous Nightsong Headguard;58251;
46263;Valorous Nightsong Headpiece;58242;
46264;Valorous Nightsong Leggings;58335;
46265;Valorous Nightsong Legguards;58334;
46266;Valorous Nightsong Mantle;58243;
46267;Valorous Nightsong Raiments;59055;
46268;Valorous Nightsong Robe;58337;
46269;Valorous Nightsong Shoulderpads;58243;
46270;Valorous Nightsong Spaulders;58243;
46271;Valorous Nightsong Trousers;58335;
46272;Valorous Nightsong Vestments;58337;
46273;Conqueror's Scourgestalker Handguards;58338;
46274;Conqueror's Scourgestalker Headpiece;58255;
46275;Conqueror's Scourgestalker Legguards;58256;
46276;Conqueror's Scourgestalker Spaulders;58257;
46277;Conqueror's Scourgestalker Tunic;58253;
46278;Valorous Siegebreaker Battleplate;58308;
46279;Valorous Siegebreaker Breastplate;58308;
46280;Valorous Siegebreaker Gauntlets;58313;
46281;Valorous Siegebreaker Greathelm;59677;
46282;Valorous Siegebreaker Helmet;59677;
46283;Valorous Siegebreaker Gauntlets;58309;
46284;Valorous Siegebreaker Legplates;58311;
46285;Valorous Siegebreaker Legplates;58314;
46286;Valorous Siegebreaker Shoulderplates;58312;
46287;Valorous Siegebreaker Pauldrons;58315;
46288;Conqueror's Terrorblade Breastplate;58287;
46289;Conqueror's Terrorblade Gauntlets;58288;
46290;Conqueror's Terrorblade Helmet;58322;
46291;Conqueror's Terrorblade Legplates;58290;
46292;Conqueror's Terrorblade Pauldrons;58291;
46293;Conqueror's Worldbreaker Chestguard;59488;
46294;Conqueror's Worldbreaker Faceguard;58299;
46295;Conqueror's Worldbreaker Grips;58293;
46296;Conqueror's Worldbreaker Grips;58298;
46297;Conqueror's Worldbreaker Handguards;58293;
46298;Conqueror's Worldbreaker Tunic;59485;
46299;Conqueror's Worldbreaker Headpiece;58294;
46300;Conqueror's Worldbreaker Headpiece;58294;
46301;Conqueror's Worldbreaker Legguards;58339;
46302;Conqueror's Worldbreaker Legguards;58339;
46303;Conqueror's Worldbreaker Spaulders;58301;
46304;Conqueror's Worldbreaker Spaulders;58296;
46305;Conqueror's Worldbreaker Spaulders;58296;
46306;Conqueror's Worldbreaker Tunic;59485;
46307;Conqueror's Worldbreaker Kilt;58639;
46309;Valorous Nightsong Gloves;58239;
46778;Magic Rooster Egg;18051;
48743;Kel'Thuzad's Robe ;61717;
51761;Frost Witch's Shoulderpads;65233;
54068;Wooly White Rhino;66745;
22781;Polar Bear Collar;35224;
23712;White Tiger Cub;36470;
32498;Fortune Coin;44964;
34518;Golden Pig Coin;47816;
34519;Silver Pig Coin;47817;
37298;Competitor's Souvenir;23714;
45942;XS-001 Constructor Bot;58737;
52274;Earthen Ring Supplies;21202;
52275;Tablets of the Earth;11185;
52276;Tablets of Fire;11185;
52344;Earthen Ring Supplies;21202;
52562;Elemental Fire for the Soul;34752;
52563;What Does 'The End of All Things' Mean for Me?;34751;
52565;Finding Security and Comfort in a Doomed World;45202;
52706;Warning Poster;65893;
52707;Warning Poster;65893;
52729;Recruit's Robe;65920;
52835;Elemental Devices;23712;
53048;Doomsday Message;34752;
54516;Loot-Filled Pumpkin;67153;
49867;Crown Chemical Co. Supplies;11448;
54537;Heart-Shaped Box;40293;
88;Deprecated Old Pants;374;
91;OLDDwarven Initiate's Pants;368;
138;Deprecated War Harness;9346;
143;Monster - Shield, Stormwind Guard;2080;
156;Deprecated Tauren Recruit's Pants;394;
734;Deprecated Malakai's Medallion;7093;
813;Broken Cog;6618;
876;Worn Wooden Buckler;1680;
900;Deprecated Nightmare Summoning (Mount);7014;
931;Deprecated Heavy Brown Sack;1183;
956;Deprecated Area Trigger Flag - Jasperlode mine;7084;
958;Deprecated Area Trigger Flag - Darkhollow Mine;7084;
960;Deprecated Area Trigger Flag - Fargodeep;7084;
996;Ring of Righteous Flame (TEST);3453;
1014;Large Moneybag (old);1183;
1020;Leather Helmet D (Test);13552;
1021;Leather Helmet A (test);13551;
1024;Plate Helmet D2 (test);15304;
1025;Plate Helmet D1 (Test);15302;
1027;Mail Helmet A (Test);15294;
1028;Deprecated Dented Skullcap;13275;
1166;Dented Buckler;2208;
1167;Small Targe;18506;
1192;Deprecated Overseer's Helm;13277;
1222;Broken Tooth;6002;
1259;JYoo test item;30392;
1352;Cracked Skull Mortar;7013;
1356;Commendation - Elwynn Forest;924;
1363;Deprecated Captain Sanders' Eyepatch;13223;
1386;Thistlewood Axe;19247;
1450;Potion of Fervor;1026;
1672;Deprecated Ogre Head;7095;
1902;Monster - Mace, Basic Wooden Hammer;7441;
1911;Monster - Tool, Wrench Small;7494;
2081;Monster - Torch, Offhand;6537;
2184;Monster - Dagger Basic;7434;
2273;Guerrilla Armor;16114;
2275;Deprecated Sentinel Coif;13279;
2481;Peon Sword;16155;
2487;Acolyte Staff;20448;
2496;Raider Shortsword;2398;
2550;Monster - Bow, Short;8106;
2588;Deprecated Red Leather Mask;13253;
2599;Deprecated Pattern: Forest Silk Gloves;1102;
2638;Deprecated Ironband's Powder Approval;924;
2664;Spinner Fang;20441;
2668;Threshadon Tooth;6630;
2705;Monster - Item, Tankard Metal;24595;
2755;Green Hills of Stranglethorn;2757;
2810;Monster - Mace, Standard Serpent;7479;
2918;Deprecated Coif of Inner Strength;13274;
2927;Creeping Torment;2947;
2995;Deprecated Burnished Chain Coif;13273;
3031;Depricated Razor Arrow;5996;
3046;Deprecated Glinting Scale Crown;13276;
3052;Deprecated Winter Mail Coif;13283;
3062;Deprecated Deepwood Gloves;3206;
3063;Deprecated Deepwood Helm;13250;
3122;Codex of Holy Word: Shield III;1143;
3168;Chipped Scale;6629;
3245;OLDMonster - Hands, Plate Silver;7018;
3316;Alaric's Head;3486;
3320;Bonecaster Sash;4506;
3368;Monster - Item, Harpoon;7459;
3513;Deprecated Contract for the Magistrate;7085;
3584;Deprecated Perenolde's Head;7038;
3686;Deprecated Jkaplan TEST;7092;
3707;Nagaz Parchment;7015;
3738;Brewing Rod;20374;
3774;Monster - Dynamite, Unlit;26366;
3884;Deprecated Cured Leather Cap;13249;
3895;TEST Legendary;6262;
3934;Deprecated Warden Blade;4291;
3952;Mesh Belt;14414;
3953;Mesh Boots;16712;
3954;Mesh Bracers;16714;
3955;Mesh Cloak;23124;
3956;Mesh Gloves;16711;
3957;Mesh Pants;16709;
3958;Mesh Mantle;16715;
3959;Mesh Armor;16708;
3977;Strapped Belt;16941;
3978;Strapped Boots;16995;
3979;Strapped Bracers;17019;
3980;Strapped Cloak;23068;
3981;Strapped Gloves;17070;
3982;Strapped Pants;16975;
3983;Strapped Shoulderpads;14421;
3984;Strapped Armor;9925;
3988;Plate Wall Shield;18813;
3991;Plated Buckler;18474;
4008;Sterling Chain Belt;6958;
4009;Sterling Chain Boots;6997;
4010;Sterling Chain Bracers;6998;
4011;Sterling Chain Cloak;15239;
4012;Sterling Chain Gloves;6999;
4013;Sterling Chain Pants;4346;
4014;Sterling Chain Shoulderpads;9038;
4015;Sterling Chain Armor;12966;
4200;Grimoire of Immolate III;1246;
4524;Balloo's Memorial;7037;
4688;Deprecated Hunting Spaulders;2563;
4704;OLDCeremonial Club;6567;
4749;Wildmane Well Water;6414;
4761;Deprecated Pearled Chain Pants;4339;
4763;Blackwood Recurve Bow;3186;
4773;Deprecated Blessed Bracers;6843;
4774;Deprecated Heavy Bracers;6934;
4858;Unused Cloth Shoulder B02 Black;5116;
4868;Deprecated Scorched Heart;6427;
4912;Test Wand JChow;6109;
4965;Bloodhoof Hand Axe;8490;
5255;Quilboar Tomahawk;8472;
5259;Flaming Arrows;6232;
5283;Monster - Dagger, Ornate Spikey Base;6448;
5353;Message for Elissa Starbreeze;7630;
5400;Blood of Cobrahn;1150;
5410;OLDCeremonial Club;7867;
5515;Deprecated Iron Pummel;7985;
5531;Deprecated Brakgul Deathbringer's Head;7141;
5549;Fast Test Dagger;6432;
5550;Fast Test Gun;6592;
5555;Fast Test 1H Sword;47449;
5560;Fast Test Wand;6097;
5600;Monster - Claw - Bear;8379;
5625;Deprecated Band of the Order;13247;
5654;Instant Toxin;2947;
5748;Centaur Longbow;20713;
5821;Darkstalker Boots;16982;
5822;Hedgeseed Gauntlets;9082;
5828;Ring of Uber Resists (TEST);6012;
5968;Rugged Boots;6777;
6174;Twain Random Sword;13583;
6225;Monster - Item, Fish - Blue;10814;
6227;Monster - Item, Fish - Green;10815;
6232;Monster - Item, Flowers  - Bouquet Roses;10820;
6650;Healing Stream Totem Scroll;12328;
7170;Twain Random Sword FOO;13853;
7187;VanCleef's Boots;16999;
7953;Mask of Thero-Shan;16137;
8993;Codex of Shadow Protection II;1143;
11111;Broken Sprite Darter Egg;20692;
11613;DEBUG Samophlange Manual Cover;3426;
11616;DEBUG Samophlange Manual Page;7629;
11671;[PH] Greater Arcane Amalgamation (AGI/FR);4775;
11672;[PH] Greater Arcane Amalgamation (SPI/FR);4775;
11903;Cat Carrier (Corrupted Kitten);20629;
12105;Pridemail Leggings;28234;
12258;Serpent Clasp Belt;22256;
12325;Reins of the Primal Leopard;17607;
12326;Reins of the Tawny Sabercat;17607;
12327;Reins of the Golden Sabercat;17607;
12348;Monster - Axe, Horde Badass Copper 01 (Special1H);22319;
12468;Chilton Wand;6097;
12469;Mutilator;22654;
12615;Savage Mail Tunic;22860;
12616;Savage Mail Boots;22861;
12617;Savage Mail Shoulders;22869;
12787;Monster - Mace, Horde Bone Claw Hammer;23254;
12904;Shawn's Super Special Swami Hat;23411;
12943;Monster - Staff, 3 Piece Taped Staff Red;23465;
12991;Monster - Dagger, Curvey Green Blade;23573;
13316;Monster - Sword2H, Claymore Silver Yellow Glow;23969;
13323;Purple Mechanostrider;17785;
13324;Red and Blue Mechanostrider;17785;
13673;Level 65 Test Gear Leather - Druid;9632;
13726;[PH] Rising Dawn Gloves;24497;
13727;[PH] Brilliant Dawn Gloves;24497;
13728;[PH] Shining Dawn Gloves;24497;
13730;[PH] Brilliant Dawn Fists;24564;
13731;[PH] Brilliant Dawn Gauntlets;23294;
13732;[PH] Rising Dawn Mitts;24563;
13733;[PH] Rising Dawn Fists;24564;
13734;[PH] Rising Dawn Gauntlets;23294;
13736;[PH] Shining Dawn Fists;24564;
13737;[PH] Shining Dawn Gauntlets;23294;
13738;[PH] Cloth Bracers of the Brilliant Dawn;24562;
13739;[PH] Cloth Bracers of the Rising Dawn;24562;
13740;[PH] Cloth Bracers of the Shining Dawn;24562;
13741;[PH] Leather Bracers of the Brilliant Dawn;24561;
13742;[PH] Mail Bracers of the Brilliant Dawn;24560;
13743;[PH] Plate Bracers of the Brilliant Dawn;24559;
13744;[PH] Plate Bracers of the Rising Dawn;24559;
13745;[PH] Plate Bracers of the Shining Dawn;24559;
13746;[PH] Mail Bracers of the Rising Dawn;24560;
13747;[PH] Mail Bracers of the Shining Dawn;24560;
13748;[PH] Leather Bracers of the Shining Dawn;24561;
13749;[PH] Leather Bracers of the Rising Dawn;24561;
13762;[PH] Robe of the Brilliant Dawn;24546;
13763;[PH] Robe of the Rising Dawn;24546;
13764;[PH] Robe of the Shining Dawn;24546;
13765;[PH] Leather Chestguard of the Brilliant Dawn;24547;
13766;[PH] Leather Chestguard of the Shining Dawn;24547;
13767;[PH] Leather Chestguard of the Rising Dawn;24547;
13768;[PH] Mail Chestguard of the Brilliant Dawn;24548;
13769;[PH] Mail Chestguard of the Shining Dawn;24548;
13770;[PH] Mail Chestguard of the Rising Dawn;24548;
13771;[PH] Plate Chestguard of the Brilliant Dawn;24550;
13772;[PH] Plate Chestguard of the Rising Dawn;24550;
13773;[PH] Plate Chestguard of the Shining Dawn;24550;
13775;[PH] Cloth Leggings of the Rising Dawn;24551;
13776;[PH] Cloth Leggings of the Shining Dawn;24551;
13777;[PH] Leather Leggings of the Brilliant Dawn;24552;
13778;[PH] Leather Leggings of the Rising Dawn;24552;
13779;[PH] Leather Leggings of the Shining Dawn;24552;
13780;[PH] Mail Leggings of the Brilliant Dawn;24553;
13781;[PH] Mail Leggings of the Rising Dawn;24553;
13782;[PH] Mail Leggings of the Shining Dawn;24553;
13783;[PH] Plate Leggings of the Brilliant Dawn;24554;
13784;[PH] Plate Leggings of the Rising Dawn;24554;
13785;[PH] Plate Leggings of the Shining Dawn;24554;
13787;[PH] Rising Dawn Hat;24555;
13788;[PH] Shining Dawn Hat;24555;
13790;[PH] Rising Dawn Cap;24556;
13791;[PH] Shining Dawn Cap;24556;
13793;[PH] Rising Dawn Coif;24557;
13794;[PH] Shining Dawn Coif;24557;
13796;[PH] Rising Dawn Helm;24558;
13797;[PH] Shining Dawn Helm;24558;
13798;[PH] Cloth Boots of the Brilliant Dawn;24565;
13801;[PH] Leather Boots of the Brilliant Dawn;24566;
13802;[PH] Leather Boots of the Rising Dawn;24566;
13803;[PH] Leather Boots of the Shining Dawn;24566;
13804;[PH] Mail Boots of the Brilliant Dawn;6638;
13805;[PH] Mail Boots of the Rising Dawn;6638;
13806;[PH] Mail Boots of the Shining Dawn;6638;
13807;[PH] Plate Boots of the Brilliant Dawn;24567;
13808;[PH] Plate Boots of the Rising Dawn;24567;
13809;[PH] Plate Boots of the Shining Dawn;24567;
14083;Tyrande's Staff;24923;
14390;Durability Belt;17261;
14392;Durability Staff;20385;
14550;Bladebane Armguards;28274;
14891;Test Glaive I;25515;
15780;Pattern: Onyxia Scale Breastplate;1102;
16026;PVP Plate Helm Alliance;28120;
16082;Artisan Fishing - The Way of the Lure;1134;
16180;Test Nature Resist Cloth LockBox;9632;
16664;Ornate Bracers;26289;
16792;Giant Club;6794;
17769;Sagebrush Spaulders;29944;
17802;Thunderfury, Blessed Blade of the Windseeker DEPRECATED;30606;
17882;QAEnchant Chest +100 Health;7899;
17886;QA Test Ring +285 Spell Damage;7899;
17887;QAEnchant 2H Weapon +9 Damage;7899;
18153;Red Moro'gai Gem;30534;
18303;Nimble Buckler;4403;
18304;Greenroot Mail;30663;
18320;Demonheart Spaulders;30681;
18341;Quel'dorei Sash;30697;
18342;Quel'dorei Guard;7559;
18768;Reins of the Swift Dawnsaber;17608;
18881;TEST Ragnaros Hammer;29698;
19065;Emerald Circle;31576;
19158;TEST Sulfuras, Hand of Ragnaros;29698;
19924;Monster - Dagger, Fang Hook Curve Dark;32397;
19986;Pirate's Eye Patch;21701;
20003;Devilsaur Claws;32538;
20005;Devilsaur Claws;32539;
20020;Bundle of Goods;7918;
20142;90 Epic Warrior Waistband;29864;
20329;90 Epic Frost Leggings;29273;
20368;Bland Bow of Steadiness;30926;
20502;Ironbark Shield;32888;
20522;Feral Staff;32909;
20524;Shadowhide Leggings;32910;
20651;Orange Murloc Egg;18050;
20887;Qiraji Engraved Jewel;32253;
20902;Recruit's Pants;33359;
20903;Recruit's Boots;33348;
20904;Recruit's Tunic;33346;
20913;Medium Guard;18662;
20977;Recruit's Shortsword;33304;
20979;Warder's Axe;33300;
20984;Recruit's Shield;33305;
21043;Mysterious Envelope;3020;
21124;Ahn'Qiraj Wand [PH];33428;
21125;Ahn'Qiraj Staff [PH];33429;
21127;Ahn'Qiraj Mace [PH];33431;
21141;Destroyed Red Scepter Shard;20977;
21152;The Nightmare's Corruption;33457;
21159;Hive'Zora Scout Orders;1102;
21339;Doomcaller's Handwraps [PH];33624;
21442;AHNQIRAJ TEST ITEM D PLATE BOOTS;33794;
21560;Small Purple Rocket;34282;
21577;White Rocket Cluster;34276;
21578;Yellow Rocket Cluster;34277;
21584;Bracers of Eternal Reckoning;34181;
21591;Large Purple Rocket;34287;
21594;Bracers of the Fallen Son;34187;
21612;Wormscale Stompers;34208;
21613;Wormhide Boots;34210;
21614;Wormhide Protector;34606;
22023;QAEnchant Weapon +20 Spirit;7899;
22024;QAEnchant Weapon Unholy;7899;
22230;Frightmaw Hide;23081;
22273;Moonshadow Hood;34715;
22386;Head of Instructor Razuvious DEP;3486;
22387;Heart of Anub'Rekhan;13291;
22584;QAEnchant Cloak +3 Agility;7899;
22709;Monster - Sword2H, Corrupted Ashbringer;35112;
22780;White Murloc Egg;18050;
22782;Sin'dorei Cloak of Warding;15120;
22805;Naxxramas Sword 1H 1 [PH];35247;
22814;Naxxramas Sword 2H 2 [PH];35256;
22817;Naxxramas Polearm [PH];35259;
22899;Etched Crystal;2516;
23034;Nax PH Crit Plate Shoulders;35434;
23058;Life Channeling Necklace;35437;
23157;Thick Citrine;7339;
23193;Naxxramas Deathcharger Reins;24011;
23224;Summer Gift Package;6404;
23227;iCoke Gift Box Voucher;811;
23229;Sword of Sockety Goodness;20009;
23330;Wilted Petal;30601;
23350;Battleworn Pants;9975;
23360;Head of Instructor Razuvious;3486;
23362;Hammer of the Sun;35992;
23363;Titanic Breastplate;35991;
23365;Steel Rimmed Buckler;18698;
23368;Soft Leather Boots;8308;
23378;Undamaged Warp Hound Corpse;9826;
23420;Engraved Axe;35959;
23421;Engraved Sword;5145;
23422;Engraved Dagger;35961;
23432;Engraved Greatsword;35962;
23433;Blood Robes;35974;
23434;Robes of the Shard;35975;
23471;Rugged Trapper's Pants;36104;
23882;Schematic: Critter Enlarger;6270;
23952;Damaged Ravager Claw;35014;
23980;Chipped Ravager Fang;6002;
24071;Bland Dagger;36741;
24100;Warder's Dagger;33302;
24137;PH Plate Ramparts Reward;36780;
24227;Soft Leather Belt;36906;
24265;Old Spellstrike Hood;36945;
24506;Elemental Sliver;36540;
24509;Primordial Element;36693;
24526;130 Epic Warrior Bracelets;29859;
24561;130 Test Caster Belt;29793;
24567;130 Test Caster Cloak;26681;
25145;Wisdom Blade;4802;
25159;Thunderstrike Falchion;38606;
25173;Master's Bo Staff;5074;
25285;Bloodwood Wand;40131;
25407;The Movable Object;18472;
25667;ObsoleteIdol of the Beast;40160;
25793;Curate's Footwraps;37798;
25794;Bone Studded Girdle;37799;
25795;Gloves of Preservation;14698;
25796;Lurking Shadow Spaulders;37800;
25797;Crushing Grasp;37801;
25877;Master's Throwing Dagger;26361;
26015;Anchorite Neophyte's Cuffs;28168;
26029;Watchman's Bracers;16566;
26041;Vigilant Vambraces;26938;
26173;59 TEST Green Rogue Legs;16701;
26174;59 TEST Green Rogue Shoulder;16706;
26175;59 TEST Green Rogue Wrist;9894;
26180;60 TEST Green Rogue Head;18422;
26235;67 TEST Green Rogue Hand;16702;
26324;64 TEST Green Hunter Head;18422;
26368;70 TEST Green Hunter Belt;16704;
26372;70 TEST Green Hunter Head;18422;
26464;68 TEST Green Warrior Belt;16704;
26465;68 TEST Green Warrior Boot;16703;
26548;61 TEST Green Shield;28449;
26655;70 TEST Green Staff;33299;
26738;69 TEST Green Crossbow;10671;
26792;67 TEST Green Healer Mace;22118;
26843;62 TEST Green Druid Wrist;9894;
27196;65 TEST Green Druid/Warrior Cloak;16707;
27218;59 TEST Green Druid/Warrior Necklace;4841;
27419;Forge Camp: Spite Plans;1013;
27590;Level 63 Test Gear Green - Mail - Hunter 2;9632;
27863;Extended Cost Bryanite;35718;
27965;TEST 130 Epic Paladin DPS Chest;16700;
28023;Monster - Throwing Axe (Poison);38576;
28145;Tranquillien Wraps;17051;
28482;Great Elite Elekk;39654;
