long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1120,"You have an idea!",,,,,,,,,,,,,,,,0xFF01FE,
1121,"%s is jealous of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1122,"%s is jealous of you.",,,,,,,,,,,,,,,,0xFF01FE,
1123,"You are jealous of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1124,"%s is jealous of everyone around him.",,,,,,,,,,,,,,,,0xFF01FE,
1125,"You are jealous of everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
1126,"%s is jealous of everyone around her.",,,,,,,,,,,,,,,,0xFF01FE,
1127,"%s wishes %s the best of luck.",,,,,,,,,,,,,,,,0xFF01FE,
1128,"%s wishes you the best of luck.",,,,,,,,,,,,,,,,0xFF01FE,
1129,"You wish %s the best of luck.",,,,,,,,,,,,,,,,0xFF01FE,
1130,"%s wishes everyone good luck.",,,,,,,,,,,,,,,,0xFF01FE,
1131,"You wish everyone good luck.",,,,,,,,,,,,,,,,0xFF01FE,
1132,"%s pulls out his map.",,,,,,,,,,,,,,,,0xFF01FE,
1133,"You pull out your map.",,,,,,,,,,,,,,,,0xFF01FE,
1134,"%s pulls out her map.",,,,,,,,,,,,,,,,0xFF01FE,
1135,"%s pleads with %s for mercy.",,,,,,,,,,,,,,,,0xFF01FE,
1136,"%s pleads with you for mercy.",,,,,,,,,,,,,,,,0xFF01FE,
1137,"You plead with %s for mercy.",,,,,,,,,,,,,,,,0xFF01FE,
1138,"%s pleads for mercy.",,,,,,,,,,,,,,,,0xFF01FE,
1139,"You plead for mercy.",,,,,,,,,,,,,,,,0xFF01FE,
1140,"%s mutters angrily at %s. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1141,"%s mutters angrily at you. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1142,"You mutter angrily at %s. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1143,"%s mutters angrily to himself. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1144,"You mutter angrily to yourself. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1145,"%s mutters angrily to herself. Hmmmph!",,,,,,,,,,,,,,,,0xFF01FE,
1146,"%s looks at %s nervously.",,,,,,,,,,,,,,,,0xFF01FE,
1147,"%s looks at you nervously.",,,,,,,,,,,,,,,,0xFF01FE,
1148,"You look at %s nervously.",,,,,,,,,,,,,,,,0xFF01FE,
1149,"%s looks around nervously.",,,,,,,,,,,,,,,,0xFF01FE,
1150,"You look around nervously.",,,,,,,,,,,,,,,,0xFF01FE,
1151,"%s attempts to make %s an offer they can't refuse.",,,,,,,,,,,,,,,,0xFF01FE,
1152,"%s attempts to make you an offer you can't refuse.",,,,,,,,,,,,,,,,0xFF01FE,
1153,"You attempt to make %s an offer they can't refuse.",,,,,,,,,,,,,,,,0xFF01FE,
1154,"%s pets %s.",,,,,,,,,,,,,,,,0xFF01FE,
1155,"%s pets you.",,,,,,,,,,,,,,,,0xFF01FE,
1156,"You pet %s.",,,,,,,,,,,,,,,,0xFF01FE,
1157,"%s pinches %s.",,,,,,,,,,,,,,,,0xFF01FE,
1158,"%s pinches you.",,,,,,,,,,,,,,,,0xFF01FE,
1159,"You pinch %s.",,,,,,,,,,,,,,,,0xFF01FE,
1160,"%s pinches himself.",,,,,,,,,,,,,,,,0xFF01FE,
1161,"You pinch yourself.",,,,,,,,,,,,,,,,0xFF01FE,
1162,"%s pinches herself.",,,,,,,,,,,,,,,,0xFF01FE,
1168,"%s is proud of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1169,"%s is proud of you.",,,,,,,,,,,,,,,,0xFF01FE,
1170,"You are proud of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1171,"%s is proud of himself.",,,,,,,,,,,,,,,,0xFF01FE,
1172,"You are proud of yourself.",,,,,,,,,,,,,,,,0xFF01FE,
1173,"%s is proud of herself.",,,,,,,,,,,,,,,,0xFF01FE,
1174,"%s makes %s a promise.",,,,,,,,,,,,,,,,0xFF01FE,
1175,"%s makes you a promise.",,,,,,,,,,,,,,,,0xFF01FE,
1176,"You make %s a promise.",,,,,,,,,,,,,,,,0xFF01FE,
1177,"%s checks %s for a pulse. Oh no!",,,,,,,,,,,,,,,,0xFF01FE,
1178,"%s checks you for a pulse.",,,,,,,,,,,,,,,,0xFF01FE,
1179,"You check %s for a pulse. Oh no!",,,,,,,,,,,,,,,,0xFF01FE,
1180,"%s checks his own pulse.",,,,,,,,,,,,,,,,0xFF01FE,
1181,"You check your own pulse.",,,,,,,,,,,,,,,,0xFF01FE,
1182,"%s punches %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1183,"%s punches your shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1184,"You punch %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1185,"%s pouts at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1186,"%s pouts at you.",,,,,,,,,,,,,,,,0xFF01FE,
1187,"You pout at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1188,"%s pouts at everyone around him.",,,,,,,,,,,,,,,,0xFF01FE,
1189,"You pout at everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
1190,"%s pouts at everyone around her.",,,,,,,,,,,,,,,,0xFF01FE,
1191,"%s is filled with regret.",,,,,,,,,,,,,,,,0xFF01FE,
1192,"You are filled with regret.",,,,,,,,,,,,,,,,0xFF01FE,
1193,"",,,,,,,,,,,,,,,,0xFF01FC,
1199,"%s vows revenge on %s.",,,,,,,,,,,,,,,,0xFF01FE,
1200,"%s vows revenge on you.",,,,,,,,,,,,,,,,0xFF01FE,
1201,"You vow revenge on %s.",,,,,,,,,,,,,,,,0xFF01FE,
1202,"%s vows he will have his revenge.",,,,,,,,,,,,,,,,0xFF01FE,
1203,"You vow you will have your revenge.",,,,,,,,,,,,,,,,0xFF01FE,
1204,"%s vows she will have her revenge.",,,,,,,,,,,,,,,,0xFF01FE,
1205,"%s rolls his eyes at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1206,"%s rolls his eyes at you.",,,,,,,,,,,,,,,,0xFF01FE,
1207,"You roll your eyes at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1208,"%s rolls his eyes.",,,,,,,,,,,,,,,,0xFF01FE,
1209,"You roll your eyes.",,,,,,,,,,,,,,,,0xFF01FE,
1210,"%s rolls her eyes at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1211,"%s rolls her eyes at you.",,,,,,,,,,,,,,,,0xFF01FE,
1212,"%s rolls her eyes.",,,,,,,,,,,,,,,,0xFF01FE,
1213,"%s ruffles %s's hair.",,,,,,,,,,,,,,,,0xFF01FE,
1214,"%s ruffles your hair.",,,,,,,,,,,,,,,,0xFF01FE,
1215,"You ruffle %s's hair.",,,,,,,,,,,,,,,,0xFF01FE,
1216,"%s ruffles his hair.",,,,,,,,,,,,,,,,0xFF01FE,
1217,"You ruffle your hair.",,,,,,,,,,,,,,,,0xFF01FE,
1218,"%s ruffles her hair.",,,,,,,,,,,,,,,,0xFF01FE,
1219,"%s hangs his head dejectedly.",,,,,,,,,,,,,,,,0xFF01FE,
1220,"You hang your head dejectedly.",,,,,,,,,,,,,,,,0xFF01FE,
1221,"%s hangs her head dejectedly.",,,,,,,,,,,,,,,,0xFF01FE,
1222,"%s scoffs at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1223,"%s scoffs at you.",,,,,,,,,,,,,,,,0xFF01FE,
1224,"You scoff at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1225,"%s scoffs.",,,,,,,,,,,,,,,,0xFF01FE,
1226,"You scoff.",,,,,,,,,,,,,,,,0xFF01FE,
1227,"%s scolds %s.",,,,,,,,,,,,,,,,0xFF01FE,
1228,"%s scolds you.",,,,,,,,,,,,,,,,0xFF01FE,
1229,"You scold %s.",,,,,,,,,,,,,,,,0xFF01FE,
1230,"%s scolds himself.",,,,,,,,,,,,,,,,0xFF01FE,
1231,"You scold yourself.",,,,,,,,,,,,,,,,0xFF01FE,
1232,"%s scolds herself.",,,,,,,,,,,,,,,,0xFF01FE,
1233,"%s scowls at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1234,"%s scowls at you.",,,,,,,,,,,,,,,,0xFF01FE,
1235,"You scowl at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1236,"%s scowls.",,,,,,,,,,,,,,,,0xFF01FE,
1237,"You scowl.",,,,,,,,,,,,,,,,0xFF01FE,
1238,"%s scowls.",,,,,,,,,,,,,,,,0xFF01FE,
1239,"%s searches for something.",,,,,,,,,,,,,,,,0xFF01FE,
1240,"You search for something.",,,,,,,,,,,,,,,,0xFF01FE,
1241,"%s shakes his fist at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1242,"%s shakes his fist at you.",,,,,,,,,,,,,,,,0xFF01FE,
1243,"You shake your fist at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1244,"%s shakes his fist.",,,,,,,,,,,,,,,,0xFF01FE,
1245,"You shake your fist.",,,,,,,,,,,,,,,,0xFF01FE,
1246,"%s shakes her fist at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1247,"%s shakes her fist at you.",,,,,,,,,,,,,,,,0xFF01FE,
1248,"%s shakes her fist.",,,,,,,,,,,,,,,,0xFF01FE,
1249,"%s's eyes shift back and forth suspiciously.",,,,,,,,,,,,,,,,0xFF01FE,
1250,"Your eyes shift back and forth suspiciously.",,,,,,,,,,,,,,,,0xFF01FE,
1251,"%s shudders at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1252,"%s shudders at the sight of you.",,,,,,,,,,,,,,,,0xFF01FE,
1253,"You shudder at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1254,"%s shudders.",,,,,,,,,,,,,,,,0xFF01FE,
1255,"You shudder.",,,,,,,,,,,,,,,,0xFF01FE,
1256,"%s gives %s the signal.",,,,,,,,,,,,,,,,0xFF01FE,
1257,"%s gives you the signal.",,,,,,,,,,,,,,,,0xFF01FE,
1258,"You give %s the signal.",,,,,,,,,,,,,,,,0xFF01FE,
1259,"%s gives the signal.",,,,,,,,,,,,,,,,0xFF01FE,
1260,"You give the signal.",,,,,,,,,,,,,,,,0xFF01FE,
1261,"",,,,,,,,,,,,,,,,0xFF01FC,
1262,"%s tells %s to be quiet. Shhh!",,,,,,,,,,,,,,,,0xFF01FE,
1263,"%s tells you to be quiet. Shhh!",,,,,,,,,,,,,,,,0xFF01FE,
1264,"You tell %s to be quiet. Shhh!",,,,,,,,,,,,,,,,0xFF01FE,
1265,"%s tells everyone to be quiet. Shhh!",,,,,,,,,,,,,,,,0xFF01FE,
1266,"You tell everyone to be quiet. Shhh!",,,,,,,,,,,,,,,,0xFF01FE,
1267,"%s serenades %s with a song.",,,,,,,,,,,,,,,,0xFF01FE,
1268,"%s serenades you with a song.",,,,,,,,,,,,,,,,0xFF01FE,
1269,"You serenade %s with a song.",,,,,,,,,,,,,,,,0xFF01FE,
1270,"%s bursts into song.",,,,,,,,,,,,,,,,0xFF01FE,
1271,"You burst into song.",,,,,,,,,,,,,,,,0xFF01FE,
1272,"%s smacks %s upside the head.",,,,,,,,,,,,,,,,0xFF01FE,
1273,"%s smacks you upside the head.",,,,,,,,,,,,,,,,0xFF01FE,
1274,"You smack %s upside the head.",,,,,,,,,,,,,,,,0xFF01FE,
1275,"%s tries to sneak away from %s.",,,,,,,,,,,,,,,,0xFF01FE,
1276,"%s tries to sneak away from you.",,,,,,,,,,,,,,,,0xFF01FE,
1277,"You try to sneak away from %s.",,,,,,,,,,,,,,,,0xFF01FE,
1278,"%s tries to sneak away.",,,,,,,,,,,,,,,,0xFF01FE,
1279,"You try to sneak away.",,,,,,,,,,,,,,,,0xFF01FE,
1280,"%s sneezes on %s. Achoo!",,,,,,,,,,,,,,,,0xFF01FE,
1281,"%s sneezes on you. Achoo!",,,,,,,,,,,,,,,,0xFF01FE,
1282,"You sneeze on %s. Achoo!",,,,,,,,,,,,,,,,0xFF01FE,
1283,"%s sneezes. Achoo!",,,,,,,,,,,,,,,,0xFF01FE,
1284,"You sneeze. Achoo!",,,,,,,,,,,,,,,,0xFF01FE,
1285,"%s snorts derisively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1286,"%s snorts derisively at you.",,,,,,,,,,,,,,,,0xFF01FE,
1287,"You snort derisively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1288,"%s snorts.",,,,,,,,,,,,,,,,0xFF01FE,
1289,"You snort.",,,,,,,,,,,,,,,,0xFF01FE,
1290,"%s squeals at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1291,"%s squeals at you.",,,,,,,,,,,,,,,,0xFF01FE,
1292,"You squeal at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1293,"%s squeals like a pig.",,,,,,,,,,,,,,,,0xFF01FE,
1294,"You squeal like a pig.",,,,,,,,,,,,,,,,0xFF01FE,
1295,"%s tells %s to stop attacking.",,,,,,,,,,,,,,,,0xFF01FE,
1296,"%s tells you to stop attacking.",,,,,,,,,,,,,,,,0xFF01FE,
1297,"You tell %s to stop attacking.",,,,,,,,,,,,,,,,0xFF01FE,
1298,"%s tells everyone to stop attacking.",,,,,,,,,,,,,,,,0xFF01FE,
1299,"You tell everyone to stop attacking.",,,,,,,,,,,,,,,,0xFF01FE,
1300,"%s is suspicious of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1301,"%s is suspicious of you.",,,,,,,,,,,,,,,,0xFF01FE,
1302,"You are suspicious of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1303,"%s narrows his eyes in suspicion.",,,,,,,,,,,,,,,,0xFF01FE,
1304,"You narrow your eyes in suspicion.",,,,,,,,,,,,,,,,0xFF01FE,
1305,"%s thinks about %s.",,,,,,,,,,,,,,,,0xFF01FE,
1306,"%s thinks about you.",,,,,,,,,,,,,,,,0xFF01FE,
1307,"You think about %s.",,,,,,,,,,,,,,,,0xFF01FE,
1308,"%s is lost in thought.",,,,,,,,,,,,,,,,0xFF01FE,
1309,"You are lost in thought.",,,,,,,,,,,,,,,,0xFF01FE,
1310,"%s offers %s a truce.",,,,,,,,,,,,,,,,0xFF01FE,
1311,"%s offers you a truce.",,,,,,,,,,,,,,,,0xFF01FE,
1312,"You offer %s a truce.",,,,,,,,,,,,,,,,0xFF01FE,
1313,"%s twiddles his thumbs.",,,,,,,,,,,,,,,,0xFF01FE,
1314,"You twiddle your thumbs.",,,,,,,,,,,,,,,,0xFF01FE,
1315,"%s twiddles her thumbs.",,,,,,,,,,,,,,,,0xFF01FE,
1316,"%s warns %s.",,,,,,,,,,,,,,,,0xFF01FE,
1317,"%s warns you.",,,,,,,,,,,,,,,,0xFF01FE,
1318,"You warn %s.",,,,,,,,,,,,,,,,0xFF01FE,
1319,"%s warns everyone.",,,,,,,,,,,,,,,,0xFF01FE,
1320,"You warn everyone.",,,,,,,,,,,,,,,,0xFF01FE,
1321,"%s snaps his fingers at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1322,"%s snaps his fingers at you.",,,,,,,,,,,,,,,,0xFF01FE,
1323,"You snap your fingers at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1324,"%s snaps his fingers.",,,,,,,,,,,,,,,,0xFF01FE,
1325,"You snap your fingers.",,,,,,,,,,,,,,,,0xFF01FE,
1326,"%s snaps her fingers at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1327,"%s snaps her fingers at you.",,,,,,,,,,,,,,,,0xFF01FE,
1328,"%s snaps her fingers.",,,,,,,,,,,,,,,,0xFF01FE,
1329,"%s narrows her eyes in suspicion.",,,,,,,,,,,,,,,,0xFF01FE,
1330,"%s stretches his arms out.",,,,,,,,,,,,,,,,0xFF01FE,
1331,"You stretch your arms out.",,,,,,,,,,,,,,,,0xFF01FE,
1332,"%s stretches her arms out.",,,,,,,,,,,,,,,,0xFF01FE,
1333,"%s has a bad feeling about %s.",,,,,,,,,,,,,,,,0xFF01FE,
1334,"%s has a bad feeling about you.",,,,,,,,,,,,,,,,0xFF01FE,
1335,"You have a bad feeling about %s.",,,,,,,,,,,,,,,,0xFF01FE,
1336,"%s thinks %s is charming.",,,,,,,,,,,,,,,,0xFF01FE,
1337,"%s thinks you're charming.",,,,,,,,,,,,,,,,0xFF01FE,
1338,"You think %s is charming.",,,,,,,,,,,,,,,,0xFF01FE,
1339,"%s puts on the charm.",,,,,,,,,,,,,,,,0xFF01FE,
1340,"You put on the charm.",,,,,,,,,,,,,,,,0xFF01FE,
1341,"%s covers %s's ears.",,,,,,,,,,,,,,,,0xFF01FE,
1342,"%s covers your ears.",,,,,,,,,,,,,,,,0xFF01FE,
1343,"You cover %s's ears.",,,,,,,,,,,,,,,,0xFF01FE,
1344,"%s covers his ears.",,,,,,,,,,,,,,,,0xFF01FE,
1345,"You cover your ears.",,,,,,,,,,,,,,,,0xFF01FE,
1346,"%s covers her ears.",,,,,,,,,,,,,,,,0xFF01FE,
1347,"%s crosses his arms at %s. Hmph!",,,,,,,,,,,,,,,,0xFF01FE,
1348,"%s crosses his arms at you. Hmph!",,,,,,,,,,,,,,,,0xFF01FE,
1349,"You cross your arms at %s. Hmph!",,,,,,,,,,,,,,,,0xFF01FE,
1350,"%s crosses his arms.",,,,,,,,,,,,,,,,0xFF01FE,
1351,"You cross your arms.",,,,,,,,,,,,,,,,0xFF01FE,
1352,"%s crosses her arms at %s. Hmph!",,,,,,,,,,,,,,,,0xFF01FE,
1353,"%s crosses her arms at you. Hmph!",,,,,,,,,,,,,,,,0xFF01FE,
1354,"%s crosses her arms.",,,,,,,,,,,,,,,,0xFF01FE,
1355,"%s congratulates %s on a new level. DING!",,,,,,,,,,,,,,,,0xFF01FE,
1356,"%s congratulates you on a new level. DING!",,,,,,,,,,,,,,,,0xFF01FE,
1357,"You congratulate %s on a new level. DING!",,,,,,,,,,,,,,,,0xFF01FE,
1358,"%s looks at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1359,"%s looks at you.",,,,,,,,,,,,,,,,0xFF01FE,
1360,"You look at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1361,"%s looks around.",,,,,,,,,,,,,,,,0xFF01FE,
1362,"You look around.",,,,,,,,,,,,,,,,0xFF01FE,
1363,"%s wishes someone would hold his hand.",,,,,,,,,,,,,,,,0xFF01FE,
1364,"You wish someone would hold your hand.",,,,,,,,,,,,,,,,0xFF01FE,
1365,"%s wishes someone would hold her hand.",,,,,,,,,,,,,,,,0xFF01FE,
1366,"%s wants to make an offer.",,,,,,,,,,,,,,,,0xFF01FE,
1367,"You want to make an offer.",,,,,,,,,,,,,,,,0xFF01FE,
1368,"%s needs to be petted.",,,,,,,,,,,,,,,,0xFF01FE,
1369,"You need to be petted.",,,,,,,,,,,,,,,,0xFF01FE,
1370,"%s punches himself.",,,,,,,,,,,,,,,,0xFF01FE,
1371,"You punch yourself.",,,,,,,,,,,,,,,,0xFF01FE,
1372,"%s punches herself.",,,,,,,,,,,,,,,,0xFF01FE,
1373,"%s thinks that %s will regret it.",,,,,,,,,,,,,,,,0xFF01FE,
1374,"%s thinks that you will regret it.",,,,,,,,,,,,,,,,0xFF01FE,
1375,"You think that %s will regret it.",,,,,,,,,,,,,,,,0xFF01FE,
1376,"%s searches %s for something.",,,,,,,,,,,,,,,,0xFF01FE,
1377,"%s searches you for something.",,,,,,,,,,,,,,,,0xFF01FE,
1378,"You search %s for something.",,,,,,,,,,,,,,,,0xFF01FE,
1379,"%s objects to %s.",,,,,,,,,,,,,,,,0xFF01FE,
1380,"%s objects to you.",,,,,,,,,,,,,,,,0xFF01FE,
1381,"You object to %s.",,,,,,,,,,,,,,,,0xFF01FE,
1382,"%s OBJECTS!",,,,,,,,,,,,,,,,0xFF01FE,
1383,"You OBJECT!",,,,,,,,,,,,,,,,0xFF01FE,
1384,"%s gives %s a shifty look.",,,,,,,,,,,,,,,,0xFF01FE,
1385,"%s gives you a shifty look.",,,,,,,,,,,,,,,,0xFF01FE,
1386,"You give %s a shifty look.",,,,,,,,,,,,,,,,0xFF01FE,
1387,"%s smacks his forehead.",,,,,,,,,,,,,,,,0xFF01FE,
1388,"You smack your forehead.",,,,,,,,,,,,,,,,0xFF01FE,
1389,"%s smacks her forehead.",,,,,,,,,,,,,,,,0xFF01FE,
1390,"%s offers a truce.",,,,,,,,,,,,,,,,0xFF01FE,
1391,"You offer a truce.",,,,,,,,,,,,,,,,0xFF01FE,
1392,"%s sweats at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1393,"%s sweats at the sight of you.",,,,,,,,,,,,,,,,0xFF01FE,
1394,"You sweat at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1395,"%s is sweating.",,,,,,,,,,,,,,,,0xFF01FE,
1396,"You are sweating.",,,,,,,,,,,,,,,,0xFF01FE,
1397,"%s checks her own pulse.",,,,,,,,,,,,,,,,0xFF01FE,
1398,"%s was happy to help %s.",,,,,,,,,,,,,,,,0xFF01FE,
1399,"%s was happy to help you.",,,,,,,,,,,,,,,,0xFF01FE,
1400,"You were happy to help %s.",,,,,,,,,,,,,,,,0xFF01FE,
1401,"%s was happy to help.",,,,,,,,,,,,,,,,0xFF01FE,
1402,"You were happy to help.",,,,,,,,,,,,,,,,0xFF01FE,
