long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1864,-1,604,0,"What the Eck?",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Gal'darah in Gundrak on Heroic Difficulty while under the effects of Eck Residue.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,35,0x0,3299,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3076,-1,603,0,"Nine Lives (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Feral Defender while defeating Auriaya in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,35,0x0,836,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
3077,-1,603,0,"Nine Lives (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Feral Defender while defeating Auriaya in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,35,0x0,836,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
4046,-1,-1,0,"Times completed the Trial of the Crusader (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Times completed the Trial of the Crusader (25 player)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,35,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4596,-1,-1,0,"The Sword in the Skull",,,,,,,,,,,,,,,,0xFF01FE,"Recover the missing hilt of Quel'Delar, draw the blade from its resting place, reforge the weapon, purify it in the Sunwell, and present it for your just reward.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,35,0x0,4143,"",,,,,,,,,,,,,,,,0xFF01FC,1,0,
4666,-1,-1,0,"Festergut kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Festergut kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,35,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4815,-1,-1,0,"The Twilight Destroyer (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Halion in The Ruby Sanctum in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,35,0x0,164,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4817,-1,-1,0,"The Twilight Destroyer (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Halion in The Ruby Sanctum in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,35,0x0,164,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
693,-1,-1,0,"Magtheridon's Lair",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Magtheridon in Magtheridon's Lair.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,36,0x0,3640,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
907,1,-1,0,"The Justicar",,,,,,,,,,,,,,,,0xFF01FE,"Raise your reputation values in Warsong Gulch, Arathi Basin and Alterac Valley to Exalted.",,,,,,,,,,,,,,,,0xFF01FE,95,0x14,36,0x0,2924,"Title Reward: Justicar",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1187,-1,-1,0,"The Keymaster",,,,,,,,,,,,,,,,0xFF01FE,"Obtain the keys listed below.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,36,0x0,2502,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1364,-1,533,0,"Patchwerk kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Patchwerk kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,36,0x1,97,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1400,-1,616,0,"Realm First! Magic Seeker",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of Malygos in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,36,0x300,1700,"Title Reward: The Magic Seeker",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2152,-1,604,0,"Share The Love",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Gal'darah in Gundrak on Heroic Difficulty and have 5 unique party members get impaled throughout the fight.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,36,0x0,2714,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2961,-1,603,0,"Cheese the Freeze (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any raid member being hit by Flash Freeze in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,36,0x0,56,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2962,-1,603,0,"Cheese the Freeze (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any raid member being hit by Flash Freeze in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,36,0x0,56,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
4047,-1,-1,0,"Times completed the Trial of the Grand Crusader (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Times completed the Trial of the Grand Crusader (25 player)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,36,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4667,-1,-1,0,"Festergut kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Festergut kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,36,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4816,-1,-1,4815,"Heroic: The Twilight Destroyer (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Halion in The Ruby Sanctum in 25-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,36,0x0,164,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4818,-1,-1,4817,"Heroic: The Twilight Destroyer (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Halion in The Ruby Sanctum in 10-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,36,0x0,164,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
456,-1,615,0,"Realm First! Obsidian Slayer",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of Sartharion the Onyx Guardian in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,37,0x300,3308,"Title Reward: Obsidian Slayer",,,,,,,,,,,,,,,,0xFF01FE,0,0,
694,-1,-1,0,"Serpentshrine Cavern",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Lady Vashj in Serpentshrine Cavern.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,37,0x0,3658,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
908,1,-1,0,"Call to Arms!",,,,,,,,,,,,,,,,0xFF01FE,"Complete the level 80 versions of the Call to Arms daily battleground quests listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,37,0x0,2841,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1206,-1,-1,0,"To All The Squirrels I've Loved Before",,,,,,,,,,,,,,,,0xFF01FE,"Show the critters of Azeroth how much you /love them.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,37,0x0,3132,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1373,-1,533,0,"Thaddius kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Thaddius kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,37,0x1,97,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2040,-1,604,0,"Less-rabi",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Moorabi in Gundrak on Heroic Difficulty while preventing him from transforming into a mammoth at any point during the encounter.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,37,0x0,3394,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2963,-1,603,0,"I Have the Coolest Friends (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any friendly NPC dying in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,37,0x0,36,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2965,-1,603,0,"I Have the Coolest Friends (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any friendly NPC dying in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,37,0x0,36,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
4074,-1,624,0,"Koralon the Flame Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Koralon the Flame Watcher kills (Wintergrasp 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15021,0xA,37,0x1,187,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4647,-1,-1,0,"Rotface kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Rotface kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,37,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
696,-1,-1,0,"Tempest Keep",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Kael'thas Sunstrider in Tempest Keep.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,38,0x0,3284,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
909,0,-1,0,"Call to Arms!",,,,,,,,,,,,,,,,0xFF01FE,"Complete the level 80 versions of the Call to Arms daily battleground quests listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,38,0x0,2841,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1376,-1,533,0,"Sapphiron kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Sapphiron kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,38,0x1,1700,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1402,-1,533,0,"Realm First! Conqueror of Naxxramas",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of Kel'Thuzad in Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,38,0x300,1898,"Title Reward: Conqueror of Naxxramas",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2058,-1,604,0,"Snakes. Why'd It Have To Be Snakes?",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Slad'ran in Gundrak on Heroic Difficulty without getting snake wrapped.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,38,0x0,2936,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2557,-1,-1,0,"To All The Squirrels Who Shared My Life",,,,,,,,,,,,,,,,0xFF01FE,"Show more critters of Azeroth how much you /love them.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,38,0x0,3132,"",,,,,,,,,,,,,,,,0x64FF01EC,0,0,
2967,-1,603,0,"Getting Cold in Here (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any raid member having more than 2 stacks of Biting Cold in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,38,0x0,3862,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2968,-1,603,0,"Getting Cold in Here (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir without any raid member having more than 2 stacks of Biting Cold in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,38,0x0,501,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
4075,-1,624,0,"Koralon the Flame Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Koralon the Flame Watcher kills (Wintergrasp 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15021,0xA,38,0x1,187,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4668,-1,-1,0,"Rotface kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Rotface kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,38,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
227,-1,-1,0,"Damage Control",,,,,,,,,,,,,,,,0xFF01FE,"Do 300,000 damage or healing in a single battle in any battleground. The damage or healing must be done to a player.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,39,0x0,3422,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
695,-1,-1,0,"The Battle for Mount Hyjal",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Archimonde in The Battle for Mount Hyjal.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,39,0x0,3639,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
1377,-1,533,0,"Kel'Thuzad kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kel'Thuzad kills (Naxxramas 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,39,0x1,1898,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1866,-1,599,0,"Good Grief",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Maiden of Grief in the Halls of Stone on Heroic Difficulty in 1 minute or less.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,39,0x0,3301,"",,,,,,,,,,,,,,,,0x7AFF01EC,0,0,
2556,-1,-1,0,"Pest Control",,,,,,,,,,,,,,,,0xFF01FE,"Slay the following pests.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,39,0x0,1586,"",,,,,,,,,,,,,,,,0x64FF01EC,0,0,
2970,-1,603,0,"Staying Buffed All Winter (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Possess the effects of Toasty Fire, Storm Power and Starlight at the same time in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,39,0x0,11,"",,,,,,,,,,,,,,,,0x7DFF01EC,1,0,
3117,-1,603,0,"Realm First! Death's Demise",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of Yogg-Saron without the assistance of any Keepers in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,39,0x300,3848,"Title Reward: Death's Demise",,,,,,,,,,,,,,,,0xFF01FE,0,0,
3182,-1,603,0,"I Could Say That This Cache Was Rare (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir before he shatters his rare cache in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,39,0x0,3927,"",,,,,,,,,,,,,,,,0xFDFF01EC,0,0,
4669,-1,-1,0,"Rotface kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Rotface kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,39,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
231,-1,-1,0,"Wrecking Ball",,,,,,,,,,,,,,,,0xFF01FE,"Get 20 killing blows without dying in a single battle in any battleground.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,40,0x10,2770,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
697,-1,-1,0,"The Black Temple",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Illidan Stormrage in The Black Temple.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,40,0x0,3663,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
1254,-1,-1,0,"Friend or Fowl?",,,,,,,,,,,,,,,,0xFF01FE,"Slay 15 turkeys in 3 minutes.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,40,0x0,1467,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
2155,-1,599,0,"Abuse the Ooze",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sjonnir the Ironshaper in the Halls of Stone on Heroic Difficulty and kill 5 Iron Sludges during the encounter.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,40,0x0,1541,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2596,-1,533,0,"Mr. Bigglesworth kills",,,,,,,,,,,,,,,,0xFF01FE,"Mr. Bigglesworth kills",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,40,0x21,1700,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2969,-1,603,0,"Staying Buffed All Winter (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Possess the effects of Toasty Fire, Storm Power and Starlight at the same time in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,40,0x0,11,"",,,,,,,,,,,,,,,,0x7DFF01EC,1,0,
3184,-1,603,0,"I Could Say That This Cache Was Rare (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Hodir before he shatters his rare cache in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,40,0x0,3927,"",,,,,,,,,,,,,,,,0xE8FF01EC,0,0,
3259,-1,603,0,"Realm First! Celestial Defender",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of Algalon the Observer in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,40,0x300,3869,"Title Reward: The Celestial Defender",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4670,-1,-1,0,"Rotface kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Rotface kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,40,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
698,-1,-1,0,"Sunwell Plateau",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Kil'jaeden in Sunwell Plateau.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,41,0x0,3592,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
1244,-1,-1,0,"Well Read",,,,,,,,,,,,,,,,0xFF01FE,"Read the books listed below.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,41,0x0,2892,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1368,-1,533,0,"Anub'Rekhan kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Anub'Rekhan kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,41,0x1,1899,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2016,1,-1,0,"Grizzled Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Grizzly Hills PvP daily quests listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,41,0x0,3343,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2154,-1,599,0,"Brann Spankin' New",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Tribunal of Ages encounter in the Halls of Stone on Heroic Difficulty without allowing Brann Bronzebeard to take any damage.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,41,0x0,3286,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2971,-1,603,0,"Don't Stand in the Lightning (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim without any raid member being struck by Lightning Charge in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,41,0x0,320,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2972,-1,603,0,"Don't Stand in the Lightning (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim without any raid member being struck by Lightning Charge in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,41,0x0,320,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
4078,-1,649,0,"Realm First! Grand Crusader",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first conquest of the Trial of the Grand Crusader with 50 attempts remaining in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,41,0x300,3805,"Title Reward: The Grand Crusader",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4648,-1,-1,0,"Blood Prince Council kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Prince Council kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,41,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
1378,-1,533,0,"Gluth kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Gluth kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,42,0x1,97,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1867,-1,602,0,"Timely Death",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Loken in the Halls of Lightning on Heroic Difficulty in 2 minutes or less.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,42,0x0,3302,"",,,,,,,,,,,,,,,,0x7AFF01EC,0,0,
1956,-1,571,0,"Higher Learning",,,,,,,,,,,,,,,,0xFF01FE,"Read the volumes of ""The Schools of Arcane Magic"" found in Dalaran listed below.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,42,0x0,1865,"Reward: The Schools of Arcane Magic - Mastery",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2017,0,-1,0,"Grizzled Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Grizzly Hills PvP daily quests listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,42,0x0,3343,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2973,-1,603,0,"I'll Take You All On (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim, the Ancient Rune Giant and the Runic Colossus in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,42,0x0,3864,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2974,-1,603,0,"I'll Take You All On (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim, the Ancient Rune Giant and the Runic Colossus in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,42,0x0,3864,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
4576,-1,631,0,"Realm First! Fall of the Lich King",,,,,,,,,,,,,,,,0xFF01FE,"Participated in the realm first defeat of the Lich King in 25-player heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,42,0x300,4127,"",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4671,-1,-1,0,"Blood Prince Council kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Prince Council kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,42,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
230,1,-1,0,"Battlemaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the battleground achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0x32,43,0x0,3372,"Title Reward: Battlemaster",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1379,-1,533,0,"Gothik the Harvester kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Gothik the Harvester kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,43,0x1,2639,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1463,-1,-1,0,"Realm First! Northrend Vanguard",,,,,,,,,,,,,,,,0xFF01FE,"First player on the realm to gain exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,43,0x100,2207,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1833,-1,-1,0,"It's Happy Hour Somewhere",,,,,,,,,,,,,,,,0xFF01FE,"Drink 25 different types of beverages.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,43,0xA0,3083,"",,,,,,,,,,,,,,,,0x7AFF01EC,25,346,
1834,-1,602,0,"Lightning Struck",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Bjarngrim in the Halls of Lightning on Heroic Difficulty while he has a Temporary Electrical Charge.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,43,0x0,3242,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2975,-1,603,0,"Who Needs Bloodlust? (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim while under the effect of Aura of Celerity in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,43,0x0,122,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2976,-1,603,0,"Who Needs Bloodlust? (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thorim while under the effect of Aura of Celerity in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,43,0x0,122,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
4672,-1,-1,0,"Blood Prince Council kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Prince Council kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,43,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
662,-1,-1,0,"Collector's Edition: Mini-Diablo",,,,,,,,,,,,,,,,0xFF01FE,"Owner of the World of Warcraft Collector's Edition Mini-Diablo pet.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,44,0x0,2795,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
1175,0,-1,0,"Battlemaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the battleground achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,95,0x32,44,0x0,3373,"Title Reward: Battlemaster",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1380,-1,533,0,"Grand Widow Faerlina kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Grand Widow Faerlina kills (Naxxramas 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14823,0xA,44,0x1,1899,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1832,-1,-1,0,"Tastes Like Chicken",,,,,,,,,,,,,,,,0xFF01FE,"Sample 50 different kinds of Azeroth's delectable dishes.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,44,0xA0,3266,"",,,,,,,,,,,,,,,,0x7AFF01EC,50,347,
2042,-1,602,0,"Shatter Resistant",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Volkhan in the Halls of Lightning on Heroic Difficulty without allowing him to shatter more than 4 Brittle Golems.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,44,0x0,937,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2977,-1,603,0,"Siffed (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Force Thorim to enter the arena while Sif is present in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,44,0x0,3863,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2978,-1,603,0,"Siffed (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Force Thorim to enter the arena while Sif is present in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,44,0x0,3863,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
4673,-1,-1,0,"Blood Prince Council kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Blood Prince Council kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,44,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
663,-1,-1,0,"Collector's Edition: Panda",,,,,,,,,,,,,,,,0xFF01FE,"Owner of the World of Warcraft Collector's Edition Panda pet.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,45,0x0,2531,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
